,LOC,DATE,ORG,PER,Mean
lug,0.9922182,0.98528826,0.99098086,0.9975616,0.9915122
kin,0.9935736,0.98587775,0.99113905,0.9917779,0.9905921
nya,0.9916116,0.98081946,0.9925793,0.99544907,0.99011487
sna,0.9896582,0.9875205,0.9873709,0.9909605,0.98887753
xho,0.9851272,0.98923177,0.9807669,0.98278713,0.98447824
luo,0.98879147,0.9698409,0.98466116,0.9943073,0.9844002
twi,0.98240364,0.9728332,0.9880598,0.9936668,0.9842409
ibo,0.9872531,0.9756844,0.9724299,0.99272394,0.9820229
zul,0.9845814,0.97516704,0.9806236,0.9870512,0.9818558
tsn,0.97677666,0.97828317,0.984273,0.9877748,0.9817769
hau,0.9780867,0.979548,0.98014057,0.98456717,0.9805856
wol,0.9823537,0.97167766,0.978256,0.98784715,0.9800336
swa,0.97972864,0.9682359,0.9773841,0.9946906,0.98000985
bam,0.98126304,0.9674381,0.9678387,0.98418415,0.975181
ewe,0.96420395,0.9615209,0.97802854,0.98343873,0.971798
mos,0.9703593,0.95212704,0.97466195,0.98775756,0.97122645
yor,0.9486248,0.9456072,0.9598756,0.963819,0.95448166
fon,0.948514,0.92015135,0.9653796,0.98280275,0.95421195
pcm,0.9542904,0.8878299,0.9669982,0.99056596,0.94992113
bbj,0.8965987,0.92829883,0.94283795,0.9784111,0.93653667
