,ORG,PER,LOC,DATE,Mean
zul,,,0.9999983310699463,,0.9999983310699463
hau,0.9999988675117493,0.9999915361404419,,,0.9999980820076806
ewe,0.999997615814209,0.9999942183494568,,,0.9999972518001284
mos,0.9999977350234985,0.9999900460243225,,,0.9999969112021583
swa,,0.999986469745636,0.9999976754188538,,0.999996474811009
twi,0.9999988079071045,0.9999902844429016,0.9999936819076538,,0.9999959075225974
nya,0.999992311000824,,0.9999961256980896,,0.9999942183494568
tsn,0.9999887943267822,,0.9999975562095642,,0.9999931752681732
wol,0.9999926090240479,,0.9999936819076538,,0.9999931454658508
sna,,0.9999956488609314,0.9999918937683105,,0.9999922960996628
bbj,0.9999913573265076,,0.999993085861206,,0.9999922215938568
luo,0.9999913573265076,0.9999747276306152,,,0.9999895755733762
xho,,0.9999939799308777,0.999988853931427,,0.9999894031456539
lug,0.9999799728393555,0.9999905228614807,,,0.9999811031988689
kin,0.9999785423278809,,0.999983012676239,,0.9999807775020599
fon,0.9999960660934448,0.9999926686286926,0.9999613165855408,,0.999979482506806
yor,0.9999979138374329,,0.9999498724937439,,0.9999738931655884
ibo,0.999973714351654,,0.9999634623527527,,0.9999685883522034
pcm,,0.9999818205833435,0.9999583959579468,,0.9999609057392392
bam,0.9998967051506042,,0.999997079372406,,0.9999468922615051
