,ORG,PER,LOC,DATE,Mean
nya,0.9999822378158569,,,,0.9999822378158569
zul,,,0.9999817609786987,,0.9999817609786987
swa,,0.9999733567237854,,,0.9999733567237854
pcm,,0.9999300241470337,0.9999756217002869,,0.9999707362481526
lug,0.9999879002571106,0.999811589717865,,,0.9999690098421914
twi,,0.9999656677246094,,,0.9999656677246094
hau,0.999963641166687,0.9999722838401794,,,0.9999645671674183
fon,,0.9999622702598572,,,0.9999622702598572
bam,0.9999487400054932,,,,0.9999487400054932
ewe,0.9999420046806335,0.9999718070030212,,,0.9999451977866036
mos,0.9999514222145081,0.9998568892478943,,,0.9999412936823708
yor,0.9999839067459106,,0.9998948574066162,,0.9999393820762634
ibo,0.9998908042907715,,0.9999783635139465,,0.999934583902359
tsn,0.9999094009399414,,0.9999573826789856,,0.9999333918094635
sna,,0.9999573826789856,0.999909520149231,,0.9999146482774189
wol,0.999874472618103,,,,0.999874472618103
bbj,0.9998893737792969,,0.9998515844345093,,0.9998704791069031
xho,,0.999969482421875,0.9998165965080261,,0.9998329771416528
luo,0.999708354473114,0.9999188780784607,,,0.9997309105736869
kin,0.9997242093086243,,,,0.9997242093086243
