,DATE,LOC,ORG,PER
bam,,0.9776234030723572,0.9694987535476685,0.9084535837173462
bbj,,0.9631097912788391,0.9784731864929199,0.9239646792411804
ewe,,0.9811980724334717,0.9848372340202332,0.9247792959213257
fon,,0.9712218046188354,0.9806520938873291,0.9266896843910217
hau,,0.9647496342658997,0.9781525135040283,0.9255632758140564
ibo,,0.9790598750114441,0.9871076345443726,0.9131681323051453
kin,,0.9791001081466675,0.9886453151702881,0.9139143228530884
lug,,0.971464991569519,0.9765775203704834,0.9212037920951843
luo,,0.9826117753982544,0.9814651012420654,0.911924421787262
mos,,0.9775571227073669,0.9857372045516968,0.9221993684768677
nya,,0.9786538481712341,0.9867469072341919,0.9231159090995789
pcm,,0.9744214415550232,0.9663394093513489,0.9313095211982727
sna,,0.9802598357200623,0.9875728487968445,0.9246234893798828
swa,,0.9754751920700073,0.9798287153244019,0.9305261373519897
tsn,,0.9753521084785461,0.9808178544044495,0.9274042844772339
twi,,0.978071928024292,0.9912613034248352,0.9306244850158691
wol,,0.9722723960876465,0.9835907816886902,0.9103498458862305
xho,,0.9761732220649719,0.9812962412834167,0.9274987578392029
yor,,0.9685251712799072,0.9869120121002197,0.9216621518135071
zul,,0.9816077947616577,0.9860079288482666,0.9219016432762146
