,DATE,LOC,ORG,PER
bam,0.977483332157135,0.9636231660842896,0.9739420413970947,0.8888952732086182
bbj,0.9673516750335693,0.9373237490653992,0.9789184927940369,0.9034041166305542
ewe,0.9706859588623047,0.9681373238563538,0.9829108715057373,0.907679557800293
fon,0.9649681448936462,0.945817768573761,0.9825416803359985,0.9071691036224365
hau,0.9540902376174927,0.9506304264068604,0.9811609387397766,0.910236120223999
ibo,0.9880274534225464,0.9495250582695007,0.9855068325996399,0.8974118828773499
kin,0.9878278374671936,0.9826209545135498,0.9875907897949219,0.8939929604530334
lug,0.9630941152572632,0.9822267293930054,0.9720913767814636,0.904284656047821
luo,0.9883438348770142,0.9805791974067688,0.9788733720779419,0.9024063944816589
mos,0.9580734968185425,0.9587987065315247,0.9842093586921692,0.902751088142395
nya,0.9770841598510742,0.9717560410499573,0.9857988953590393,0.9073598980903625
pcm,0.9306735992431641,0.9761022925376892,0.9760975241661072,0.9115533828735352
sna,0.9892890453338623,0.9586653709411621,0.987639307975769,0.9025633931159973
swa,0.9380766749382019,0.9818070530891418,0.9750792980194092,0.9123488068580627
tsn,0.9859312176704407,0.9661580324172974,0.9795786738395691,0.9089968204498291
twi,0.9821696877479553,0.9799309372901917,0.9922464489936829,0.9109289646148682
wol,0.9850457906723022,0.9545227289199829,0.9784056544303894,0.8958073258399963
xho,0.985967218875885,0.9536249041557312,0.9787986874580383,0.900428831577301
yor,0.977746844291687,0.9395548105239868,0.9847256541252136,0.898752748966217
zul,0.984374463558197,0.9668816328048706,0.9870060682296753,0.8982239961624146
