,DATE,LOC,ORG,PER
bam,0.9674575328826904,0.947609543800354,0.9634018540382385,0.8657235503196716
bbj,0.9547338485717773,0.9269793629646301,0.9745906591415405,0.8808338642120361
ewe,0.9572200179100037,0.9602245688438416,0.9817498326301575,0.8806761503219604
fon,0.9465945959091187,0.9115024209022522,0.9758809804916382,0.8790056705474854
hau,0.9509620666503906,0.9238255620002747,0.9672156572341919,0.8792451024055481
ibo,0.9829491972923279,0.9574139714241028,0.9825732707977295,0.8730811476707458
kin,0.9822108745574951,0.9736321568489075,0.9846888780593872,0.8764285445213318
lug,0.9532713294029236,0.9749056696891785,0.9548393487930298,0.8806833028793335
luo,0.9758559465408325,0.9709665775299072,0.9781769514083862,0.883521318435669
mos,0.9256937503814697,0.9430875182151794,0.9763972759246826,0.8808963298797607
nya,0.9721876382827759,0.9604307413101196,0.981555700302124,0.8806110620498657
pcm,0.9232510328292847,0.9597700834274292,0.9688559174537659,0.8875460028648376
sna,0.9854032397270203,0.9512932300567627,0.9806337356567383,0.8752726316452026
swa,0.9228107333183289,0.974540114402771,0.9692761301994324,0.8861478567123413
tsn,0.9819132089614868,0.9498084783554077,0.9770767688751221,0.881505012512207
twi,0.9730304479598999,0.9664408564567566,0.9878913164138794,0.8772239685058594
wol,0.9790944457054138,0.9427079558372498,0.9756805896759033,0.8677515983581543
xho,0.980694591999054,0.9341262578964233,0.9781064391136169,0.8712767958641052
yor,0.9644360542297363,0.9200447797775269,0.9742327332496643,0.8665404915809631
zul,0.98133784532547,0.9515076279640198,0.9839873313903809,0.8766921162605286
