,LOC,ORG,DATE,PER
bam,0.9771522283554077,0.9584434628486633,,0.9851459860801697
bbj,0.9412636160850525,0.9813326001167297,,0.9892916679382324
ewe,0.9750476479530334,0.9900694489479065,,0.9874705076217651
fon,0.9672736525535583,0.9864606857299805,,0.9850223064422607
hau,0.9791130423545837,0.9768048524856567,,0.9855828881263733
ibo,0.947165310382843,0.9863474369049072,,0.9858604073524475
kin,0.9845495223999023,0.9878115057945251,,0.9853659272193909
lug,0.9923624992370605,0.9830098748207092,,0.9767394661903381
luo,0.9866211414337158,0.9731519818305969,,0.9837104082107544
mos,0.9601724743843079,0.9856141209602356,,0.9840337634086609
nya,0.9590387940406799,0.9834401607513428,,0.9914341568946838
pcm,0.980461597442627,0.9801567792892456,,0.9907406568527222
sna,0.9609694480895996,0.977475106716156,,0.9857016205787659
swa,0.9884551167488098,0.9633474946022034,,0.9883691668510437
tsn,0.9786936640739441,0.9851056933403015,,0.9889331459999084
twi,0.990481972694397,0.9921168088912964,,0.9905217289924622
wol,0.9563300013542175,0.9814253449440002,,0.9870575666427612
xho,0.9557861089706421,0.9759759902954102,,0.9682049751281738
yor,0.9322327375411987,0.981043815612793,,0.9801599979400635
zul,0.9760050773620605,0.9839513301849365,,0.9815701842308044
