,LOC,DATE,ORG,PER,Mean
lug,0.9854652269276042,0.982309374391273,0.9837969024091486,0.9939960891213587,0.9863918982123462
kin,0.9876639797873985,0.9799347625274791,0.9814920278517374,0.9935958880015744,0.9856716645420474
nya,0.9886829284559195,0.9753105808804112,0.9880695382593507,0.9906177890839103,0.9856702091698979
sna,0.9877214100432329,0.9816505049162534,0.986592542117973,0.98575350343109,0.9854294901271373
zul,0.9738304904657781,0.9792733547696366,0.9850319779814359,0.9824715122496528,0.9801518338666259
xho,0.9832879664631107,0.9847499682525381,0.985780648845949,0.9659799278059746,0.9799496278418931
luo,0.9823401110364702,0.9746393322722459,0.9761924710497393,0.9827718709944809,0.9789859463382341
hau,0.9777853326216426,0.9749751928050573,0.9797045934922424,0.9832228283599399,0.9789219868197205
tsn,0.9750540586447606,0.9782200805916274,0.9768441068293924,0.9830633216070674,0.978295391918212
twi,0.9787060835227522,0.9663938924909545,0.9784189470535721,0.9723826918688014,0.97397540373402
wol,0.9705028155554045,0.9640066336335247,0.9789171578529663,0.9756976679218682,0.9722810687409409
ibo,0.9836153057331407,0.9758024364281299,0.9426041208481247,0.9839763018056975,0.9714995412037732
bam,0.9640779493592221,0.9726197590935906,0.952669265372752,0.9744907577784371,0.9659644329010004
mos,0.9689294167805386,0.9501128266164887,0.9689346274568427,0.9750241284746125,0.9657502498321207
ewe,0.9609417301375288,0.961494829907103,0.9664259656266863,0.9656556053420382,0.9636295327533391
swa,0.9617924872437323,0.9520737146381275,0.9625021573863943,0.9767920914748424,0.9632901126857741
yor,0.9485310441056476,0.943640576994684,0.9540755170594131,0.9529240973326,0.9497928088730861
pcm,0.9414248125191073,0.9112407796968419,0.9429454064849688,0.9563515884653778,0.937990646791574
fon,0.9488867168161481,0.8733307984598538,0.9284945239580017,0.953327406230516,0.92600986136613
bbj,0.8864730604664216,0.9279431140248818,0.9250085979418547,0.9473535265407942,0.921694574743488
