,LOC,PER,ORG,DATE,Mean
pcm,0.9533002972602844,0.9147602915763855,,,0.9491710109370095
mos,,0.8406195640563965,0.9581059217453003,,0.9455180977072034
nya,,,0.9432541131973267,,0.9432541131973267
bam,,,0.9407625198364258,,0.9407625198364258
lug,,0.9075156450271606,0.9436938166618347,,0.939817583986691
luo,,0.9388793706893921,0.9381821155548096,,0.9382568214620862
twi,,0.9350612759590149,,,0.9350612759590149
ewe,,0.9328264594078064,0.9349093437194824,,0.9346861775432315
wol,,,0.9340781569480896,,0.9340781569480896
ibo,0.9298203587532043,,0.9369255900382996,,0.933372974395752
bbj,,,0.9283725619316101,,0.9283725619316101
kin,,,0.9260805249214172,,0.9260805249214172
tsn,0.9066150188446045,,0.9333204627037048,,0.9199677407741547
swa,,0.9151284694671631,,,0.9151284694671631
sna,0.909250020980835,0.8162844181060791,,,0.8992894206728254
fon,,0.883221447467804,,,0.883221447467804
hau,,0.9291737079620361,0.8585700988769531,,0.8661347712789264
zul,0.860892653465271,,,,0.860892653465271
xho,0.851576566696167,0.9323779344558716,,,0.8602338560989925
yor,0.7740153074264526,,0.9183455109596252,,0.8461804091930389
