,ORG,DATE,PER,LOC
bam,0.9339300990104675,0.9402461647987366,0.9660499691963196,0.9303708076477051
bbj,0.9293131828308105,0.9002072811126709,0.9703885316848755,0.8350206613540649
ewe,0.9647613167762756,0.7852205634117126,0.9693253040313721,0.9434366226196289
fon,0.958383321762085,0.9196677207946777,0.9558243751525879,0.8852910995483398
hau,0.9690297245979309,0.9665438532829285,0.9684836268424988,0.8968895077705383
ibo,0.9753896594047546,0.9731001257896423,0.9705597162246704,0.8929787278175354
kin,0.9766178131103516,0.9589099287986755,0.9719750285148621,0.9762804508209229
lug,0.9595252275466919,0.9050725102424622,0.9914613962173462,0.9661740660667419
luo,0.9678954482078552,0.961010754108429,0.9739997982978821,0.9659056067466736
mos,0.961711049079895,0.8683399558067322,0.957001805305481,0.9053493142127991
nya,0.971638560295105,0.9415127038955688,0.9771143794059753,0.9510917067527771
pcm,0.9479782581329346,0.8298517465591431,0.9776140451431274,0.9621555805206299
sna,0.9638733267784119,0.9734592437744141,0.9764740467071533,0.9086150527000427
swa,0.9499885439872742,0.9187204837799072,0.9601856470108032,0.9780154228210449
tsn,0.9528867602348328,0.9602081775665283,0.9652311205863953,0.9429441094398499
twi,0.9791775345802307,0.9392001628875732,0.9780054092407227,0.9659292101860046
wol,0.9647310972213745,0.9542441368103027,0.9681346416473389,0.9005996584892273
xho,0.9517319798469543,0.9702943563461304,0.9563651084899902,0.8562883138656616
yor,0.9498324394226074,0.9057348370552063,0.9020093679428101,0.8114502429962158
zul,0.9673771858215332,0.9672989845275879,0.9473578333854675,0.9131492972373962
