,LOC,ORG,PER,DATE
bam,0.8807955980300903,0.8709826469421387,0.9381673336029053,0.8897814750671387
bbj,0.7408904433250427,0.8792393207550049,0.9490781426429749,0.8324506282806396
ewe,0.9217795133590698,0.9415673613548279,0.9464014768600464,0.7167415618896484
fon,0.8239372968673706,0.9107023477554321,0.9384369850158691,0.8658168315887451
hau,0.8289476633071899,0.9388953447341919,0.9352599382400513,0.9441363215446472
ibo,0.8641807436943054,0.9493539929389954,0.9472836852073669,0.9501933455467224
kin,0.9575127959251404,0.9529942274093628,0.9458969831466675,0.9420468807220459
lug,0.939498245716095,0.9216256737709045,0.9835157990455627,0.8772122859954834
luo,0.9394688010215759,0.9377902150154114,0.9478548169136047,0.9279662370681763
mos,0.8591877222061157,0.9194788336753845,0.933371901512146,0.7623429298400879
nya,0.9156539440155029,0.9529339075088501,0.9547435641288757,0.910259485244751
pcm,0.9295604825019836,0.9070340991020203,0.9523645043373108,0.77132248878479
sna,0.8648956418037415,0.9384788274765015,0.9537029266357422,0.9492002129554749
swa,0.9557620286941528,0.9192103147506714,0.9491668939590454,0.8795899152755737
tsn,0.8963321447372437,0.9216374158859253,0.9356057047843933,0.9351630210876465
twi,0.9344935417175293,0.9593918323516846,0.9576966166496277,0.8976444005966187
wol,0.8397488594055176,0.9367637634277344,0.9392668604850769,0.9318418502807617
xho,0.7955994009971619,0.927070140838623,0.9291774034500122,0.9506152868270874
yor,0.7075785994529724,0.897267758846283,0.8433395624160767,0.8453651070594788
zul,0.8733556866645813,0.9465335607528687,0.9087990522384644,0.9381361603736877
