,PER,ORG,LOC,DATE,Mean
lug,0.9999929070472717,0.9999698996543884,,,0.9999814033508301
xho,0.9999832510948181,,0.9999671578407288,,0.9999752044677734
ewe,0.9999772906303406,0.9999668002128601,,,0.9999720454216003
kin,0.9999868273735046,0.9999728798866272,0.9999562501907349,,0.9999719858169556
zul,0.9999809861183167,,0.9999508261680603,,0.9999659061431885
sna,0.9999924302101135,0.9999364018440247,0.9999617338180542,,0.9999635219573975
nya,0.9999885559082031,0.9999449253082275,0.9999499320983887,,0.9999611377716064
hau,0.9999836087226868,0.9999627470970154,0.9999327659606934,,0.9999597072601318
twi,0.9999836087226868,0.9999660849571228,0.999925971031189,,0.9999585549036661
wol,0.999984860420227,0.9999523758888245,0.9999275207519531,,0.9999549190203348
tsn,,0.9999504089355469,0.9999567866325378,,0.9999535977840424
swa,0.9999644160270691,0.9999416470527649,0.9999450445175171,,0.9999503691991171
bbj,0.9999768137931824,0.9999504089355469,0.9999087452888489,,0.999945322672526
luo,0.9999602437019348,0.9999250769615173,,,0.9999426603317261
bam,,0.9999642968177795,0.9999092817306519,,0.9999367892742157
mos,0.9999736547470093,0.9999281764030457,0.9998982548713684,,0.9999333620071411
ibo,,0.9999225735664368,0.999931275844574,,0.9999269247055054
pcm,0.9999798536300659,0.9999249577522278,0.9998655915260315,,0.9999234676361084
fon,0.9999713897705078,0.9999173283576965,0.9998632073402405,,0.9999173084894816
yor,,0.9999433159828186,0.9997947812080383,,0.9998690485954285
