,ORG,LOC,PER,DATE,Mean
twi,0.9363154172897339,0.9370495676994324,0.9494284987449646,0.9139018058776855,0.9341738224029541
lug,0.9227255582809448,0.939498245716095,0.9126538634300232,0.9599476456642151,0.9337063282728195
kin,0.9327320456504822,0.9159787893295288,0.9294998049736023,0.950477659702301,0.9321720749139786
luo,0.9245914220809937,0.936023473739624,0.9205730557441711,0.9186333417892456,0.9249553233385086
tsn,0.9078627824783325,0.8987866044044495,0.9246775507926941,0.9445344805717468,0.9189653545618057
ibo,0.918249785900116,0.8324452042579651,0.9456011056900024,0.9418860077857971,0.9095455259084702
nya,0.9259684085845947,0.8488768935203552,0.9541739821434021,0.9036277532577515,0.9081617593765259
zul,0.9165579080581665,0.8812920451164246,0.8853631615638733,0.9359533786773682,0.9047916233539581
swa,0.8712740540504456,0.9282127618789673,0.9354617595672607,0.8742260336875916,0.9022936522960663
sna,0.8958921432495117,0.8380609750747681,0.9200356602668762,0.9470987319946289,0.9002718776464462
hau,0.9125016927719116,0.8188226819038391,0.928069531917572,0.8956377506256104,0.8887579143047333
fon,0.9106451272964478,0.8544308543205261,0.9234814047813416,0.8648472428321838,0.8883511573076248
wol,0.8736295700073242,0.8009154200553894,0.9383640885353088,0.9356029629707336,0.887128010392189
bam,0.8237751722335815,0.8823404908180237,0.9308324456214905,0.9016912579536438,0.8846598416566849
xho,0.8976460695266724,0.7884751558303833,0.8894388675689697,0.8863407373428345,0.865475207567215
mos,0.8918271660804749,0.8464086055755615,0.922030508518219,0.800360918045044,0.8651567995548248
pcm,0.8565880060195923,0.9191030263900757,0.9416111707687378,0.7271251082420349,0.8611068278551102
ewe,0.9038218259811401,0.895754873752594,0.9128741025924683,0.7104604244232178,0.855727806687355
bbj,0.8872088193893433,0.736924946308136,0.9353416562080383,0.8206595182418823,0.84503373503685
yor,0.8711690306663513,0.6368051767349243,0.8416094779968262,0.8476480841636658,0.7993079423904419
