,DATE,LOC,ORG,PER,Mean
twi,,0.9698733687400818,0.986870288848877,0.9054886698722839,0.9742463669686947
sna,,0.9789507389068604,0.9764028787612915,0.9047796726226807,0.973550555840978
ibo,,0.9646418690681458,0.981482207775116,,0.9730620384216309
tsn,,0.9645606875419617,0.9765236377716064,,0.9705421626567841
fon,,0.9667186737060547,0.9823703169822693,0.9017987847328186,0.9704268136114444
mos,,0.9682990908622742,0.9799532890319824,0.8989900350570679,0.969873200047691
zul,,0.9665219783782959,0.9812309741973877,0.8948957324028015,0.9694058681434056
ewe,,0.9675856828689575,0.9756461977958679,0.9070108532905579,0.9679590486130625
nya,,0.9666420817375183,0.9733893871307373,0.9039332866668701,0.9662752185227736
bam,,0.9702441692352295,0.9718633890151978,0.873769223690033,0.9655471061760524
bbj,,0.9548295140266418,0.9811675548553467,0.9026983380317688,0.9643022969083966
xho,,0.9643383026123047,0.9649202823638916,0.8976662755012512,0.9608389330360124
wol,,0.9599651098251343,0.9687322378158569,0.8984816670417786,0.9606203526820777
kin,,0.9635695815086365,0.9648809432983398,0.886817991733551,0.9598437187806615
yor,,0.9457760453224182,0.9727121591567993,,0.9592441022396088
lug,,,0.9653041362762451,0.8926165699958801,0.957516182746206
hau,,0.9483894109725952,0.9719500541687012,0.8975099921226501,0.9566229548094407
luo,,,0.9602688550949097,0.9065863490104675,0.9545171580144337
pcm,,0.9646348357200623,0.9417787194252014,0.9002096652984619,0.9502069410288109
swa,,0.947591245174408,0.9485588073730469,0.9012486338615417,0.9454244757598301
