,DATE,ORG,LOC,PER
bam,,0.8871451616287231,0.9022981524467468,0.9515902996063232
bbj,,0.9189881682395935,0.7870936393737793,0.9471734166145325
ewe,,0.9323270320892334,0.9033554792404175,0.9300488233566284
fon,,0.9418795108795166,0.878924548625946,0.939586877822876
hau,,0.9471442103385925,0.861924946308136,0.9574429988861084
ibo,,0.9460914134979248,0.8867763876914978,0.9570005536079407
kin,,0.9042461514472961,0.8920308947563171,0.962890088558197
lug,,0.9535819888114929,0.909818708896637,0.9427711367607117
luo,,0.8889778852462769,0.9212121367454529,0.9430449604988098
mos,,0.9350258708000183,0.8881383538246155,0.9501798748970032
nya,,0.9417141079902649,0.8832764029502869,0.9663041234016418
pcm,,0.8859467506408691,0.8894891142845154,0.9573764801025391
sna,,0.9380511045455933,0.8764774799346924,0.9479627013206482
swa,,0.8840337991714478,0.9007830023765564,0.9512694478034973
tsn,,0.934181809425354,0.8709516525268555,0.9544082880020142
twi,,0.9570358395576477,0.9154195785522461,0.9646806120872498
wol,,0.9204409122467041,0.8671087026596069,0.9574714303016663
xho,,0.9389594793319702,0.8552123308181763,0.9178249835968018
yor,,0.9231485724449158,0.7576518058776855,0.8978710174560547
zul,,0.9467626810073853,0.890844464302063,0.9313932061195374
