,PER,LOC,ORG,DATE
bam,,0.8723905682563782,0.841401994228363,
bbj,,0.7185026407241821,0.8801485896110535,
ewe,0.9077470898628235,,0.8673936128616333,
fon,0.8999170660972595,0.8560363054275513,0.9112920761108398,
hau,0.9481494426727295,0.8356983661651611,0.930607259273529,
ibo,,0.8552599549293518,0.9185603260993958,
kin,0.95442795753479,0.8719518780708313,0.8768206238746643,
lug,0.9257800579071045,,0.9285765290260315,
luo,0.9102380275726318,,0.8499311208724976,
mos,0.9097104668617249,,0.9094141721725464,
nya,0.9547252655029297,0.8421605825424194,0.9006621837615967,
pcm,0.9318833351135254,0.8488335013389587,0.8356871604919434,
sna,0.937774658203125,0.8401306867599487,0.9168757200241089,
swa,0.9116048812866211,0.8542027473449707,0.8403062224388123,
tsn,,0.839436411857605,0.9091119766235352,
twi,0.9488823413848877,0.8862714767456055,0.9442055225372314,
wol,0.9308462738990784,0.8465607762336731,0.8946374654769897,
xho,0.8561282157897949,0.8013646006584167,,
yor,,0.6914646625518799,0.8892643451690674,
zul,0.8998641967773438,0.8223007917404175,,
