,PER,LOC,ORG,DATE,SWD_mean
bam,0.01712848440365633,0.013315531893567822,0.017503606915852288,,0.01598254107102548
bbj,0.018482100102119148,0.014779668959818082,0.01129276032679627,,0.0148515097962445
ewe,0.017755010156633944,0.012967959554771369,0.013181556901145086,,0.014634842204183466
fon,0.015652281243092148,0.015183902390162984,0.011547828896254941,,0.014128004176503358
hau,0.016168222123269516,0.012835228587391612,0.010833196130079159,,0.013278882280246762
ibo,0.01667463233206945,0.013268247696032631,0.011090899902228557,,0.013677926643443547
kin,0.017843736629401974,0.016591751505984575,0.011952172822930152,,0.015462553652772234
lug,0.016867962995092967,0.01746872073999839,0.01061216960533784,,0.014982951113476398
luo,0.018567954592072056,0.012503780658335018,0.01366232644613774,,0.01491135389884827
mos,0.018665421658624837,0.012493577195527905,0.011512061615576386,,0.014223686823243042
nya,0.017893061231006868,0.013696448767859692,0.011147746251481294,,0.014245752083449284
pcm,0.018720649975875858,0.011825901675365458,0.013319672680154326,,0.01462207477713188
sna,0.0171184798291506,0.014490665641005762,0.012928052736242535,,0.0148457327354663
swa,0.017516498797704116,0.016294430344714783,0.01389843910055788,,0.015903122747658927
tsn,0.0166742088895262,0.013434252854494844,0.013774127416581905,,0.014627529720200982
twi,0.0164903841987325,0.014952790507777536,0.010115416388543963,,0.013852863698351333
wol,0.017284640017351194,0.013784611427581694,0.01256720391484123,,0.014545485119924706
xho,0.018065628961267066,0.015824425875507586,0.012971216154255671,,0.015620423663676775
yor,0.023338728718044877,0.021225708656857023,0.0120382319764758,,0.018867556450459233
zul,0.017058706839634397,0.012393212757160654,0.011589862765504222,,0.013680594120766424
