,ORG,DATE,LOC,PER
bam,0.9999926686286926,0.9999942183494568,0.9999958872795105,0.9999969005584717
bbj,0.9999935626983643,0.9999892115592957,0.9999936819076538,0.9999942779541016
ewe,0.9999954700469971,0.9999883770942688,0.9999950528144836,0.9999929666519165
fon,0.9999939203262329,0.9999901652336121,0.9999944567680359,0.9999953508377075
hau,0.9999861717224121,0.9999868273735046,0.9999861121177673,0.9999963045120239
ibo,0.9999954700469971,0.9999967217445374,0.9999980330467224,0.9999987483024597
kin,0.9999960660934448,0.999995768070221,0.9999949932098389,0.9999969005584717
lug,0.9999969601631165,0.9999966025352478,0.9999924898147583,0.9999988079071045
luo,0.9999892711639404,0.9999952912330627,0.999991774559021,0.9999963641166687
mos,0.9999960064888,0.9999916553497314,0.9999956488609314,0.9999970197677612
nya,0.9999908208847046,0.9999942183494568,0.9999940991401672,0.9999984502792358
pcm,0.9999706745147705,0.9999526739120483,0.9999858736991882,0.9999935030937195
sna,0.9999963045120239,0.9999962449073792,0.9999973177909851,0.9999974966049194
swa,0.999968945980072,0.9999724626541138,0.9999843835830688,0.9999951720237732
tsn,0.999988317489624,0.9999933838844299,0.9999910593032837,0.9999974370002747
twi,0.9999969005584717,0.9999950528144836,0.9999940395355225,0.9999968409538269
wol,0.9999890327453613,0.9999954104423523,0.9999964833259583,0.999997615814209
xho,0.999996542930603,0.9999960064888,0.999996542930603,0.999997615814209
yor,0.9999962449073792,0.9999955296516418,0.9999963045120239,0.9999969005584717
zul,0.9999962449073792,0.999995231628418,0.9999951720237732,0.9999984502792358
