,ORG,DATE,LOC,PER
bam,0.9998012781143188,,0.998286783695221,0.9990237951278687
bbj,0.9998533725738525,,0.9968234300613403,0.9985552430152893
ewe,0.9980033040046692,,0.9976034760475159,0.9978414177894592
fon,0.9998334050178528,,0.9969721436500549,0.9987229108810425
hau,0.998629629611969,,0.9983891844749451,0.9994124174118042
ibo,0.9998587965965271,,0.9962205290794373,0.9987389445304871
kin,0.9993513226509094,,0.9982889294624329,0.9991686940193176
lug,0.9995837807655334,,0.9996157884597778,0.9996640086174011
luo,0.9987740516662598,,0.9989033937454224,0.9997129440307617
mos,0.9998368620872498,,0.9993728399276733,0.9991893768310547
nya,0.9998140931129456,,0.9968222379684448,0.9985318183898926
pcm,0.9956139922142029,,0.9991980791091919,0.9994997382164001
sna,0.9995091557502747,,0.9961363673210144,0.9998139142990112
swa,0.9987280964851379,,0.9989886283874512,0.9993778467178345
tsn,0.9973869323730469,,0.996349573135376,0.999737024307251
twi,0.999689519405365,,0.9996553063392639,0.9998341798782349
wol,0.9970303773880005,,0.9987944960594177,0.9993342757225037
xho,0.9996986389160156,,0.9962018728256226,0.9979822039604187
yor,0.9998611807823181,,0.9961074590682983,
zul,0.9998456835746765,,0.9962529540061951,0.9990708231925964
