,ORG,DATE,LOC,PER
bam,0.9999994039535522,0.9999994039535522,0.9999995231628418,0.9999995827674866
bbj,0.9999993443489075,0.999998927116394,0.9999991655349731,0.999999463558197
ewe,0.9999998211860657,0.999998927116394,0.9999996423721313,0.9999996423721313
fon,0.9999995231628418,0.9999987483024597,0.9999995231628418,0.9999992251396179
hau,0.9999993443489075,0.9999992847442627,0.9999995231628418,0.9999996423721313
ibo,0.9999996423721313,0.9999995827674866,0.9999997019767761,0.9999997615814209
kin,0.9999995231628418,0.9999992847442627,0.9999996423721313,0.9999993443489075
lug,0.9999997615814209,0.9999994039535522,0.9999995827674866,0.9999996423721313
luo,0.9999993443489075,0.9999992847442627,0.9999997615814209,0.9999995231628418
mos,0.9999995231628418,0.9999985098838806,0.9999995231628418,0.9999997615814209
nya,0.9999997615814209,0.9999993443489075,0.9999997019767761,0.9999997019767761
pcm,0.999998927116394,0.9999978542327881,0.9999992847442627,0.999999463558197
sna,0.9999997615814209,0.9999994039535522,0.9999995827674866,0.9999995827674866
swa,0.9999992251396179,0.9999985694885254,0.9999993443489075,0.9999995827674866
tsn,0.9999997019767761,0.999999463558197,0.9999995231628418,0.9999996423721313
twi,0.9999998211860657,0.9999992847442627,0.9999996423721313,0.9999997019767761
wol,0.9999994039535522,0.9999987483024597,0.9999994039535522,0.999999463558197
xho,0.9999995231628418,0.9999994039535522,0.999999463558197,0.9999992251396179
yor,0.999999463558197,0.9999992251396179,0.9999988675117493,0.9999993443489075
zul,0.9999996423721313,0.9999992251396179,0.9999995231628418,0.9999995827674866
