,ORG,DATE,LOC,PER
bam,0.9841554164886475,,0.9878180027008057,
bbj,0.9872467517852783,,0.9837636351585388,0.9914619326591492
ewe,0.9894022941589355,,,0.9940287470817566
fon,0.9879733324050903,,0.9867515563964844,0.9914977550506592
hau,0.9872386455535889,,0.9869345426559448,0.9932340979576111
ibo,0.9874061942100525,,0.9880839586257935,
kin,0.9817484617233276,,0.9900510907173157,0.9950942993164062
lug,0.9956121444702148,,,0.9956655502319336
luo,0.9873116612434387,,,0.9921243786811829
mos,0.9871498942375183,,0.9869742393493652,0.9947652220726013
nya,0.9890345931053162,,0.9847573041915894,0.9917145371437073
pcm,0.9902284741401672,,0.9862353205680847,0.995246410369873
sna,0.9870792627334595,,0.9848302006721497,0.9915673732757568
swa,0.9835405349731445,,0.9886296391487122,0.9865433573722839
tsn,0.989897608757019,,0.986730694770813,
twi,0.9921020865440369,,0.9898058176040649,0.9952894449234009
wol,0.9911084175109863,,0.9882968664169312,0.9923534393310547
xho,,,0.986009955406189,0.9889779686927795
yor,0.9872820377349854,,0.9845976233482361,
zul,,,0.9870340824127197,0.9891408085823059
