,ORG,DATE,LOC,PER
bam,0.9999373555183411,,0.9996851682662964,0.9998398423194885
bbj,0.9999358654022217,,0.9996017217636108,0.9998279809951782
ewe,0.999902606010437,,0.9996907711029053,0.9997870922088623
fon,0.999900758266449,,0.9996386170387268,0.9998335838317871
hau,0.9998018145561218,,0.9996359348297119,0.9997524619102478
ibo,0.9999476671218872,,0.999606192111969,0.9998674988746643
kin,0.9999352693557739,,0.999718427658081,0.9998422265052795
lug,0.999943196773529,,0.9998024702072144,0.9998975992202759
luo,0.9997012615203857,,0.9997060298919678,0.9998714327812195
mos,0.9998911023139954,,0.9997297525405884,0.9998512864112854
nya,0.9998934864997864,,0.9997007250785828,0.9999035596847534
pcm,0.9995794296264648,,0.9996662139892578,0.9997822642326355
sna,0.9999121427536011,,0.999637246131897,0.9999112486839294
swa,0.9996936917304993,,0.9996508955955505,0.9997732043266296
tsn,0.9998266696929932,,0.9996626973152161,0.9999251365661621
twi,0.9998902678489685,,0.999700665473938,0.9998912811279297
wol,0.9997427463531494,,0.9997170567512512,0.9998300671577454
xho,0.9999359846115112,,0.9996652007102966,0.9998179078102112
yor,0.9999482035636902,,0.9995966553688049,0.9998342990875244
zul,0.9999445080757141,,0.9997003674507141,0.9998646378517151
