,ORG,DATE,LOC,PER
bam,0.9982999563217163,,0.9991653561592102,0.9983792901039124
bbj,0.9954521059989929,,0.9979109168052673,0.9988661408424377
ewe,0.9944422245025635,,0.9986830353736877,0.9992319345474243
fon,0.9983795881271362,,0.9987342953681946,0.9989040493965149
hau,0.9977436661720276,,0.9982687830924988,0.9991313815116882
ibo,0.9988700151443481,,0.9988178014755249,
kin,0.9975687265396118,,0.9980141520500183,0.9985909461975098
lug,0.9983792901039124,,,0.9998076558113098
luo,0.9977954626083374,,,0.9994064569473267
mos,0.998728334903717,,0.9989212155342102,0.9992486238479614
nya,0.9991971850395203,,0.9979715943336487,0.9991194009780884
pcm,0.9981013536453247,,0.9989359974861145,0.9994226098060608
sna,0.999334454536438,,0.9957356452941895,0.9995864033699036
swa,0.9988175630569458,,0.9984208941459656,0.9986700415611267
tsn,0.9963468909263611,,0.9934724569320679,
twi,0.9990888237953186,,0.999052882194519,0.9995205402374268
wol,0.9949303269386292,,0.9987329840660095,0.9992428421974182
xho,0.9988694787025452,,0.9980520606040955,0.9992467761039734
yor,0.998091995716095,,0.9983339309692383,
zul,0.9991715550422668,,0.9952725172042847,0.9994871616363525
