,ORG,DATE,LOC,PER,Mean
luo,0.84910035,0.66101927,0.8151064,0.89219993,0.8043565
lug,0.86930436,0.6609922,0.7529357,0.92012787,0.80084
kin,0.84935534,0.6395864,0.77222157,0.8927666,0.7884824
tsn,0.86197704,0.68933016,0.8107867,0.76113856,0.7808081
wol,0.82648826,0.6703896,0.77715456,0.8281,0.77553314
ewe,0.8145826,0.70037246,0.7801091,0.8009611,0.7740063
pcm,0.81452245,0.64378685,0.7826948,0.85049355,0.77287436
sna,0.884022,0.66895854,0.75936687,0.75347507,0.76645565
mos,0.8114041,0.66001725,0.7571557,0.8321326,0.7651774
hau,0.7710794,0.6929493,0.7872478,0.8025429,0.76345485
swa,0.8204459,0.6590836,0.77125895,0.80187833,0.76316667
nya,0.8802874,0.653981,0.78183097,0.7069582,0.75576437
ibo,0.8075607,0.62436694,0.73075426,0.84768164,0.7525909
yor,0.7939626,0.6526898,0.75889355,0.77298987,0.7446339
twi,0.7938692,0.6364928,0.74657816,0.799369,0.7440773
bam,0.76956207,0.69386655,0.74227095,0.7677188,0.74335456
zul,0.7447185,0.77685875,0.63463134,0.7000731,0.71407044
bbj,0.7525281,0.62377316,0.6835931,0.7891335,0.71225697
xho,0.6953263,0.72220844,0.74856836,0.67167753,0.7094452
fon,0.697924,0.63725245,0.7061595,0.6986002,0.6849841
