layer,model,rank_type,language,pearson
2,mbert,top5,luo,0.8795965964604004
2,mbert,top5,twi,0.8795081482295388
2,mbert,top5,ibo,0.8747959053056236
2,mbert,top5,kin,0.8747120146356132
2,mbert,top5,sna,0.8735535964708464
2,mbert,worst5,bbj,0.7276524805743391
2,mbert,worst5,yor,0.753147204041953
2,mbert,worst5,fon,0.7841800271462991
2,mbert,worst5,bam,0.8145924320936682
2,mbert,worst5,ewe,0.825387634506213
3,mbert,top5,kin,0.9188679456101124
3,mbert,top5,luo,0.9174307938487493
3,mbert,top5,twi,0.9172064238824921
3,mbert,top5,sna,0.9146411993317705
3,mbert,top5,lug,0.9141999612553572
3,mbert,worst5,bbj,0.8198617304679524
3,mbert,worst5,yor,0.8354989443781055
3,mbert,worst5,fon,0.85479073357348
3,mbert,worst5,bam,0.877401642730513
3,mbert,worst5,ewe,0.881404947769782
10,mbert,top5,kin,0.977425314175606
10,mbert,top5,twi,0.9761424609974051
10,mbert,top5,luo,0.9760915098775196
10,mbert,top5,lug,0.9746067259027069
10,mbert,top5,swa,0.9733030807022395
10,mbert,worst5,bbj,0.944062905437046
10,mbert,worst5,yor,0.945532582903953
10,mbert,worst5,fon,0.9577997448735681
10,mbert,worst5,mos,0.9581874870925137
10,mbert,worst5,pcm,0.9588188799239381
12,mbert,top5,kin,0.8959236545475802
12,mbert,top5,luo,0.8958998673438028
12,mbert,top5,twi,0.8884412520375653
12,mbert,top5,lug,0.8881615773332435
12,mbert,top5,ibo,0.8773525502337256
12,mbert,worst5,yor,0.7702700340979538
12,mbert,worst5,bbj,0.7711073060412392
12,mbert,worst5,pcm,0.8170969667207043
12,mbert,worst5,mos,0.827574182367352
12,mbert,worst5,fon,0.8327041526259774
