,LOC,DATE,PER,ORG,Mean
kin,0.9406254975207431,0.9247006435458357,0.7863668156405038,0.9320016614832382,0.8959236545475802
luo,0.9308921842252832,0.9065218757869984,0.8060244737493901,0.9401609356135393,0.8958998673438028
twi,0.9182712320346617,0.8793705723820999,0.8033588857099885,0.952764318023511,0.8884412520375653
lug,0.9612719018657706,0.8901204099505632,0.7736455581213886,0.9276084393952515,0.8881615773332435
ibo,0.8839737293990534,0.939853037305552,0.7648600268423437,0.9207234073879536,0.8773525502337256
swa,0.9228427755286875,0.8638394494774367,0.7832936477995072,0.9336082493739464,0.8758960305448945
sna,0.8564324952449642,0.9596887639450308,0.7613511940822226,0.9188225030708788,0.8740737390857741
nya,0.8888969709201281,0.8841561811903798,0.7842186175025412,0.9359682855385862,0.8733100137879088
zul,0.8685719327905956,0.9105796004323687,0.7707225359865393,0.8987903012379309,0.8621660926118587
xho,0.7725539227641747,0.9593752457244077,0.8035466043447961,0.904373836393934,0.8599624023068282
tsn,0.8114708065505172,0.9103053336093997,0.7847411962210935,0.9198324213971093,0.8565874394445299
wol,0.8125511368450941,0.8910314706098121,0.7897852739825926,0.9278902483668571,0.855314532451089
hau,0.8087724196323317,0.9201506964279071,0.7619566936375775,0.9242278044449569,0.8537769035356932
ewe,0.92135016757967,0.7292084130538866,0.7900184520712759,0.9286089943216237,0.842296506756614
bam,0.8750865531561142,0.8742969972091883,0.729346275781628,0.8703362324681476,0.8372665146537697
fon,0.8070272197039712,0.8370994503982824,0.777285288980553,0.9094046514211027,0.8327041526259774
mos,0.79811900066097,0.8389812285023969,0.7469087337902588,0.9262877665157828,0.827574182367352
pcm,0.907987831199354,0.681342629290727,0.7751069116415935,0.9039504947511429,0.8170969667207043
bbj,0.673750447940897,0.7635644566130668,0.7951730371274189,0.851941282483574,0.7711073060412392
yor,0.6650853273540233,0.823030680441325,0.6875472830032767,0.9054168455931902,0.7702700340979538
