,PER,DATE,LOC,ORG,Mean
twi,0.9919211115186534,0.9812551154544087,0.9753691303711987,0.9915172534925295,0.9850156527091977
kin,0.9886472726537096,0.9831036904739082,0.9757330462168332,0.9922429018323388,0.9849317277941974
luo,0.9929592169512045,0.9743395645950951,0.9779438639538713,0.9892648148344853,0.983626865083664
ibo,0.9901772714085635,0.9873333382343675,0.9665143044165769,0.985868995435402,0.9824734773737275
lug,0.9970021596069883,0.9796559355265022,0.9790728193222208,0.9732928035727684,0.9822559295071198
sna,0.9864775722999437,0.9868552631589986,0.9596412422484032,0.9882614941277713,0.9803088929587792
tsn,0.9916587380378394,0.9818777394570117,0.9611752807844957,0.9853433682256648,0.980013781626253
zul,0.9853566162303582,0.9766546947510681,0.9642995973179016,0.9895618484577154,0.9789681891892609
nya,0.9885619666625637,0.9700241048295447,0.9648980723913834,0.9904665207748263,0.9784876661645796
ewe,0.988353865427385,0.9725565482523585,0.9641256668292998,0.9888254862356646,0.978465391686177
wol,0.9877948234425001,0.9814792821156326,0.9517705997743455,0.9884104774642152,0.9773637956991734
xho,0.9870481814241321,0.9842410560818026,0.9463888728864573,0.9862855238138402,0.9759909085515579
swa,0.990803317820031,0.9523058008262473,0.9784088017322262,0.9824284289938273,0.975986587343083
bam,0.9862212824934476,0.9730606849935073,0.9565030533836025,0.9776007145226091,0.9733464338482916
mos,0.9911100967524692,0.965474265453236,0.9391671974054526,0.9883573743377168,0.9710272334872188
pcm,0.9939885557971483,0.934185147031425,0.9681325793596118,0.9784723609146234,0.9686946607757021
yor,0.9815261128776358,0.9708615961635323,0.931530160911463,0.9856660978571619,0.9673959919524482
bbj,0.991078706389032,0.9581150506521204,0.9349013793367488,0.981380810746156,0.9663689867810143
hau,0.9878408829900956,0.9549416302606072,0.9438899655370468,0.9765707049605029,0.9658107959370632
fon,0.9898936551248785,0.9431813937203605,0.9331622277140843,0.9874047655675317,0.9634105105317138
