,ORG,LOC,DATE,PER,Mean
nya,0.9760044813156128,,,,0.9760044813156128
kin,0.974275529384613,,,,0.974275529384613
wol,0.9697858095169067,,,,0.9697858095169067
lug,0.9878981113433838,,,0.9283556342124939,0.9581268727779388
ibo,0.9525002241134644,0.940088152885437,,,0.9462941884994507
tsn,0.9643619060516357,0.925626814365387,,,0.9449943602085114
bam,0.9413147568702698,,,,0.9413147568702698
mos,0.9615307450294495,,,0.9178206920623779,0.9396757185459137
luo,0.9644902944564819,,,0.9073237180709839,0.9359070062637329
hau,0.9394103288650513,,,0.9230669736862183,0.9312386512756348
twi,,,,0.9241337776184082,0.9241337776184082
bbj,0.9229375123977661,,,,0.9229375123977661
zul,,0.9220721125602722,,,0.9220721125602722
xho,,0.9348706603050232,,0.906455934047699,0.9206632971763611
sna,,0.9348001480102539,,0.8980029821395874,0.9164015650749207
ewe,0.9284498691558838,,,0.903998851776123,0.9162243604660034
yor,0.9395933747291565,0.8926346898078918,,,0.9161140322685242
swa,,,,0.8939748406410217,0.8939748406410217
fon,,,,0.8889496326446533,0.8889496326446533
pcm,,0.8885051608085632,,0.8725266456604004,0.8805159032344818
