,PER,LOC,ORG,DATE,Mean
lug,0.8772933,0.82257086,0.83532405,0.7942281,0.83235407
kin,0.835645,0.8036138,0.8100862,0.7887577,0.8095257
nya,0.83270895,0.79120076,0.80718076,0.7928239,0.80597854
luo,0.8203057,0.7899847,0.7945069,0.7864157,0.7978033
sna,0.79490614,0.7923116,0.80084926,0.78877825,0.7942113
tsn,0.81115675,0.75783104,0.79490805,0.77815807,0.7855135
wol,0.7946007,0.76227427,0.78040373,0.76234496,0.7749059
zul,0.78269994,0.7620971,0.7618667,0.7546381,0.7653254
ibo,0.7605308,0.7547642,0.74695367,0.7462448,0.75212336
bam,0.76409763,0.7355268,0.7307616,0.756255,0.74666023
pcm,0.78455675,0.74100435,0.7404096,0.7173648,0.7458339
xho,0.78476256,0.7456022,0.7336292,0.71571434,0.74492705
ewe,0.76455295,0.73957646,0.7429264,0.7311244,0.74454504
twi,0.76102996,0.7384241,0.7465723,0.7241659,0.74254805
mos,0.7586929,0.7334804,0.7465038,0.7224533,0.7402826
hau,0.75919604,0.7279342,0.7243797,0.7003679,0.72796947
yor,0.7290324,0.714871,0.72969544,0.7141817,0.7219451
swa,0.7448376,0.699262,0.71478194,0.7054441,0.71608144
bbj,0.72951925,0.6944499,0.7001922,0.69482386,0.70474625
fon,0.72253704,0.6932719,0.70976865,0.6874547,0.70325804
