,DATE,ORG,PER,LOC,Mean
twi,0.9851636636230349,0.9901199172716033,0.9068257300746132,0.9792191789630766,0.965332122483082
kin,0.988770545271132,0.9887754401576773,0.8991408292136288,0.9845154965499113,0.9653005777980874
lug,0.9860697538794829,0.9775562954472543,0.9022304099437678,0.9881700598426559,0.9635066297782903
luo,0.9809157185183167,0.9872427056891036,0.8997815914877553,0.9859981564520057,0.9634845430367953
sna,0.9892845928247544,0.9897712412229694,0.8964345191774267,0.9779791568012846,0.9633673775066087
nya,0.9826741106971116,0.9897476468851852,0.9008605694445219,0.9799924424941996,0.9633186923802546
zul,0.979269776957641,0.9858079305270142,0.9049670956324075,0.9746588571442227,0.9611759150653214
ibo,0.9855087567979778,0.9843413735973574,0.8953448302971847,0.9769701202643251,0.9605412702392113
tsn,0.9830106823415655,0.9871719101635547,0.9015661274456529,0.9694044368062057,0.9602882891892447
ewe,0.9775626913507931,0.9845688362038897,0.9089499664950074,0.9647109135567398,0.9589481019016075
swa,0.9588882429078158,0.9820974228208991,0.9144359847685021,0.9762019874841561,0.9579059094953433
xho,0.9706940407296636,0.982876222313948,0.9065387689766299,0.9675103810284357,0.9569048532621693
mos,0.9768954110397331,0.9838024436280617,0.9057350044162404,0.9600763994080556,0.9566273146230228
wol,0.9831285933991467,0.9779327958054828,0.8897541770424567,0.965527148846207,0.9540856787733233
bam,0.9745170241270095,0.9727538461595132,0.895061589817014,0.9668931014986059,0.9523063904005356
pcm,0.938019709670806,0.9780820454183516,0.9078869117754987,0.9740414728781605,0.9495075349357042
yor,0.9750618496626735,0.984029314274224,0.8921213616815353,0.9463756355777663,0.9493970402990497
fon,0.9514926054868974,0.9836607455867367,0.9038157604098506,0.9541441355357168,0.9482783117548004
hau,0.9380197522398711,0.9810278963441578,0.9064257518334645,0.9596554381415713,0.9462822096397662
bbj,0.9566200849170011,0.9727557675289094,0.9026447578421642,0.9457378326159497,0.9444396107260061
