,LOC,DATE,PER,ORG,Mean
kin,0.9774007062817001,0.9810350612877051,0.9151355999046084,0.9851711482833498,0.9646856289393408
lug,0.9806213857521804,0.9806235779430312,0.9074564854142828,0.9770017562866955,0.9614258013490474
nya,0.9672633574537481,0.9751532141862647,0.9147319731734835,0.9859630992515007,0.9607779110162492
twi,0.9695643402973106,0.9717907216351214,0.9092539484686342,0.9860736723772059,0.959170670694568
sna,0.9570567395156323,0.9885231482318978,0.9054167389003319,0.9836067765727478,0.9586508508051524
luo,0.9732918665983027,0.9671641207840463,0.9041802158410699,0.9820902646846111,0.9566816169770075
ibo,0.966566268087926,0.9820684469291086,0.9016856301797564,0.9741736932402135,0.9561235096092512
swa,0.9635523906217256,0.9577663268554136,0.9109931511521273,0.9797556815506109,0.9530168875449694
xho,0.9406959164424031,0.9907787869310751,0.9076919673910374,0.9701535016502343,0.9523300431036874
zul,0.9505754233133424,0.974679984543028,0.9072768257364175,0.975775104735989,0.9520768345821942
tsn,0.9473507474763234,0.9758621522815736,0.9078911726504312,0.9748973901782814,0.9515003656466523
hau,0.945782403936572,0.9759495736940186,0.9068057026763054,0.9759295615807388,0.9511168104719088
wol,0.942414096347606,0.9708394246016752,0.912833787079953,0.9732798138767776,0.949841780476503
bam,0.9587047815613954,0.963007426391389,0.8964638972964042,0.9557368882650897,0.9434782483785696
mos,0.9456214929939128,0.9451126775245422,0.9002508794781575,0.9746122280475668,0.9413993195110448
pcm,0.9578339171950122,0.9125570957046167,0.9101578518351087,0.9724060871771106,0.9382387379779621
ewe,0.9429045316352161,0.9421434541835074,0.8814552700566777,0.9767252334515605,0.9358071223317405
fon,0.9367086755539317,0.928938186739578,0.8892923749530994,0.9698154596006445,0.9311886742118134
yor,0.9055055706549123,0.9401917005733955,0.888921835021765,0.9696048494457281,0.9260559889239501
bbj,0.8932475372765313,0.9308864718912547,0.9016689848947984,0.9425890089888019,0.9170980007628466
