,LOC,DATE,ORG,PER,Mean
kin,0.9361623525619507,0.9070366621017456,0.9200330376625061,0.9132736921310425,0.9191264361143112
twi,0.9109682440757751,0.8376140594482422,0.9371456503868103,0.9359248876571655,0.9054132103919983
luo,0.9173954129219055,0.880928635597229,0.8927273154258728,0.9178072214126587,0.9022146463394165
lug,0.9323248267173767,0.8140196800231934,0.8802483677864075,0.9785192012786865,0.901278018951416
ibo,0.86293625831604,0.915253221988678,0.9093624353408813,0.9154229760169983,0.9007437229156494
nya,0.8783349990844727,0.8676053285598755,0.9208547472953796,0.9289459586143494,0.8989352583885193
swa,0.9396405220031738,0.8156149387359619,0.8679988384246826,0.9238959550857544,0.8867875635623932
tsn,0.8504095673561096,0.8961146473884583,0.8950361013412476,0.8990685343742371,0.8851572126150131
sna,0.804507851600647,0.9100103974342346,0.9010655283927917,0.923758864402771,0.8848356604576111
zul,0.8171563744544983,0.8914958238601685,0.9124244451522827,0.8545495271682739,0.8689065426588058
wol,0.7641614079475403,0.8781864047050476,0.8948174118995667,0.9020705819129944,0.8598089516162872
hau,0.73830646276474,0.9015519618988037,0.8879824876785278,0.9034094214439392,0.8578125834465027
xho,0.704303503036499,0.9140152335166931,0.8858498334884644,0.887789249420166,0.8479894548654556
bam,0.8205585479736328,0.8185788989067078,0.802204430103302,0.9005089998245239,0.8354627192020416
pcm,0.8972747325897217,0.651986300945282,0.8524878025054932,0.9253612160682678,0.8317775130271912
ewe,0.8845067620277405,0.6073806285858154,0.8986702561378479,0.9166781306266785,0.8268089443445206
fon,0.7259630560874939,0.7744885087013245,0.8482849597930908,0.8992435932159424,0.8119950294494629
mos,0.7966151833534241,0.6440995931625366,0.8601529598236084,0.8927773833274841,0.7984112799167633
bbj,0.6220250129699707,0.7277429103851318,0.8055717349052429,0.9195214509963989,0.7687152773141861
yor,0.592018187046051,0.7371962666511536,0.8227722644805908,0.767914354801178,0.7299752682447433
