,DATE,PER,ORG,LOC,Mean
twi,0.9086680002428569,0.7828456769996267,0.9470873017925667,0.901155612165944,0.8849391478002485
luo,0.9118697902813271,0.7637691613637351,0.9364114741927473,0.9207901604785239,0.8832101465790834
kin,0.923766600394689,0.7495779007379131,0.9290298559288939,0.9166872802148581,0.8797654093190885
ibo,0.9476207210350834,0.7703984347762209,0.9268578416395465,0.8721691604926392,0.8792615394858725
lug,0.90217886173418,0.7714364454277629,0.9030179074538331,0.9289858026867618,0.8764047543256345
swa,0.8916652437652518,0.7495050284312652,0.9345737755172618,0.9242410235878736,0.8749962678254132
sna,0.9566811751427955,0.7627791901564418,0.9326818784896628,0.8443578128817618,0.8741250141676655
nya,0.9054359385292595,0.7346539259489911,0.9435753517480578,0.8725676077085188,0.8640582059837069
tsn,0.9297556929646587,0.7528278744315772,0.9278070826998501,0.8373912431508953,0.8619454733117453
zul,0.9065067615869364,0.7593794542970778,0.9173041695674323,0.8528628016123935,0.8590132967659599
xho,0.9573771925104061,0.7673069847392207,0.9009055692455106,0.776698608596057,0.8505720887727986
hau,0.9276001731249529,0.7632479449097737,0.9027711175988481,0.7809215161475923,0.8436351879452918
wol,0.9033243003354348,0.769924560020116,0.9081455089911674,0.7790545156238321,0.8401122212426375
pcm,0.7748036834857953,0.7793134829352606,0.9105448192358947,0.8838986368819824,0.8371401556347332
ewe,0.7701398231792749,0.7549491951278285,0.9103449207287868,0.8694571820950443,0.8262227802827335
mos,0.8200045439959673,0.7620904481238258,0.9096540686023902,0.8095804718607668,0.8253323831457375
bam,0.8695437305172666,0.7498669806005457,0.8332480626333989,0.814892990297355,0.8168879410121415
fon,0.789504372778009,0.7469364781136321,0.8860736137955418,0.764103273092436,0.7966544344449047
yor,0.8145208569345572,0.6791115514839151,0.8751992943572331,0.6269281665173633,0.7489399673232672
bbj,0.7634945112828426,0.7770295934364757,0.7707528050108724,0.600164887814935,0.7278604493862815
