layer,model,rank_type,language,cosine,config
1,xlmr,top5,lug,0.9999661622980702,use1_use1_con2_max500_bat64
1,xlmr,top5,nya,0.9999582338619215,use1_use1_con2_max500_bat64
1,xlmr,top5,kin,0.9999541389651952,use1_use1_con2_max500_bat64
1,xlmr,top5,tsn,0.9999531547764093,use1_use1_con2_max500_bat64
1,xlmr,top5,mos,0.9999491676609182,use1_use1_con2_max500_bat64
1,xlmr,worst5,fon,0.9997270645102465,use1_use1_con2_max500_bat64
1,xlmr,worst5,bam,0.9997697643185018,use1_use1_con2_max500_bat64
1,xlmr,worst5,hau,0.99981858542578,use1_use1_con2_max500_bat64
1,xlmr,worst5,ibo,0.9998802861820856,use1_use1_con2_max500_bat64
1,xlmr,worst5,yor,0.999880640236341,use1_use1_con2_max500_bat64
2,xlmr,top5,nya,0.9999959604499316,use1_use1_con2_max500_bat64
2,xlmr,top5,kin,0.9999957484156384,use1_use1_con2_max500_bat64
2,xlmr,top5,sna,0.9999951964089532,use1_use1_con2_max500_bat64
2,xlmr,top5,luo,0.9999945130846029,use1_use1_con2_max500_bat64
2,xlmr,top5,zul,0.9999944687431865,use1_use1_con2_max500_bat64
2,xlmr,worst5,fon,0.9999817655654718,use1_use1_con2_max500_bat64
2,xlmr,worst5,bam,0.9999823000452528,use1_use1_con2_max500_bat64
2,xlmr,worst5,hau,0.9999837462950862,use1_use1_con2_max500_bat64
2,xlmr,worst5,pcm,0.999987972393714,use1_use1_con2_max500_bat64
2,xlmr,worst5,lug,0.9999881554440748,use1_use1_con2_max500_bat64
3,xlmr,top5,sna,0.9999968778565992,use1_use1_con2_max500_bat64
3,xlmr,top5,zul,0.9999964447154098,use1_use1_con2_max500_bat64
3,xlmr,top5,lug,0.9999959265257498,use1_use1_con2_max500_bat64
3,xlmr,top5,xho,0.9999957618543337,use1_use1_con2_max500_bat64
3,xlmr,top5,nya,0.9999954683718135,use1_use1_con2_max500_bat64
3,xlmr,worst5,pcm,0.9999782013633925,use1_use1_con2_max500_bat64
3,xlmr,worst5,swa,0.9999856213271721,use1_use1_con2_max500_bat64
3,xlmr,worst5,fon,0.9999879459784097,use1_use1_con2_max500_bat64
3,xlmr,worst5,ewe,0.99998908078896,use1_use1_con2_max500_bat64
3,xlmr,worst5,ibo,0.999990333217856,use1_use1_con2_max500_bat64
4,xlmr,top5,sna,0.9999988006824415,use1_use1_con2_max500_bat64
4,xlmr,top5,mos,0.9999979877547656,use1_use1_con2_max500_bat64
4,xlmr,top5,lug,0.9999979822881526,use1_use1_con2_max500_bat64
4,xlmr,top5,zul,0.9999977699772986,use1_use1_con2_max500_bat64
4,xlmr,top5,nya,0.9999975284147226,use1_use1_con2_max500_bat64
4,xlmr,worst5,pcm,0.9999894557832669,use1_use1_con2_max500_bat64
4,xlmr,worst5,swa,0.9999916595469508,use1_use1_con2_max500_bat64
4,xlmr,worst5,twi,0.9999920866267187,use1_use1_con2_max500_bat64
4,xlmr,worst5,hau,0.999993838777844,use1_use1_con2_max500_bat64
4,xlmr,worst5,ewe,0.9999940769450594,use1_use1_con2_max500_bat64
5,xlmr,top5,sna,0.9999941554324924,use1_use1_con2_max500_bat64
5,xlmr,top5,nya,0.9999928241663776,use1_use1_con2_max500_bat64
5,xlmr,top5,lug,0.9999926427684837,use1_use1_con2_max500_bat64
5,xlmr,top5,kin,0.9999916413093368,use1_use1_con2_max500_bat64
5,xlmr,top5,xho,0.9999903384458029,use1_use1_con2_max500_bat64
5,xlmr,worst5,fon,0.9999766456447603,use1_use1_con2_max500_bat64
5,xlmr,worst5,bam,0.9999807322374579,use1_use1_con2_max500_bat64
5,xlmr,worst5,twi,0.9999819469388875,use1_use1_con2_max500_bat64
5,xlmr,worst5,pcm,0.9999830218655013,use1_use1_con2_max500_bat64
5,xlmr,worst5,swa,0.9999835807921844,use1_use1_con2_max500_bat64
6,xlmr,top5,sna,0.999999575213242,use1_use1_con2_max500_bat64
6,xlmr,top5,nya,0.9999994370767312,use1_use1_con2_max500_bat64
6,xlmr,top5,lug,0.9999994202370136,use1_use1_con2_max500_bat64
6,xlmr,top5,wol,0.9999993063921637,use1_use1_con2_max500_bat64
6,xlmr,top5,xho,0.9999993016508154,use1_use1_con2_max500_bat64
6,xlmr,worst5,fon,0.999998577262248,use1_use1_con2_max500_bat64
6,xlmr,worst5,pcm,0.9999986604112595,use1_use1_con2_max500_bat64
6,xlmr,worst5,swa,0.9999987707236264,use1_use1_con2_max500_bat64
6,xlmr,worst5,twi,0.9999988211724208,use1_use1_con2_max500_bat64
6,xlmr,worst5,bam,0.9999988815478495,use1_use1_con2_max500_bat64
7,xlmr,top5,lug,0.9999981671606091,use1_use1_con2_max500_bat64
7,xlmr,top5,bam,0.9999981562295266,use1_use1_con2_max500_bat64
7,xlmr,top5,sna,0.999997811740661,use1_use1_con2_max500_bat64
7,xlmr,top5,nya,0.9999976369261994,use1_use1_con2_max500_bat64
7,xlmr,top5,ewe,0.9999968457171196,use1_use1_con2_max500_bat64
7,xlmr,worst5,zul,0.9999939434364624,use1_use1_con2_max500_bat64
7,xlmr,worst5,kin,0.9999944748034021,use1_use1_con2_max500_bat64
7,xlmr,worst5,yor,0.9999946794042861,use1_use1_con2_max500_bat64
7,xlmr,worst5,ibo,0.9999950015222341,use1_use1_con2_max500_bat64
7,xlmr,worst5,luo,0.9999950409938749,use1_use1_con2_max500_bat64
8,xlmr,top5,sna,0.9999968780320304,use1_use1_con2_max500_bat64
8,xlmr,top5,lug,0.9999966894638106,use1_use1_con2_max500_bat64
8,xlmr,top5,bam,0.999996279675052,use1_use1_con2_max500_bat64
8,xlmr,top5,nya,0.9999960533980383,use1_use1_con2_max500_bat64
8,xlmr,top5,twi,0.9999957762133143,use1_use1_con2_max500_bat64
8,xlmr,worst5,bbj,0.9999784630367075,use1_use1_con2_max500_bat64
8,xlmr,worst5,hau,0.9999832348605014,use1_use1_con2_max500_bat64
8,xlmr,worst5,mos,0.9999900173062003,use1_use1_con2_max500_bat64
8,xlmr,worst5,pcm,0.9999923726851767,use1_use1_con2_max500_bat64
8,xlmr,worst5,yor,0.9999938659124198,use1_use1_con2_max500_bat64
9,xlmr,top5,lug,0.999998500326383,use1_use1_con2_max500_bat64
9,xlmr,top5,fon,0.9999983364231687,use1_use1_con2_max500_bat64
9,xlmr,top5,twi,0.9999982970254992,use1_use1_con2_max500_bat64
9,xlmr,top5,sna,0.9999982624765167,use1_use1_con2_max500_bat64
9,xlmr,top5,nya,0.999998012383677,use1_use1_con2_max500_bat64
9,xlmr,worst5,zul,0.999993717813667,use1_use1_con2_max500_bat64
9,xlmr,worst5,yor,0.9999943727732025,use1_use1_con2_max500_bat64
9,xlmr,worst5,luo,0.9999945630862831,use1_use1_con2_max500_bat64
9,xlmr,worst5,kin,0.9999956252197962,use1_use1_con2_max500_bat64
9,xlmr,worst5,bbj,0.9999958182222588,use1_use1_con2_max500_bat64
10,xlmr,top5,ibo,0.9999972723753627,use1_use1_con2_max500_bat64
10,xlmr,top5,wol,0.9999969257955451,use1_use1_con2_max500_bat64
10,xlmr,top5,fon,0.9999969067653814,use1_use1_con2_max500_bat64
10,xlmr,top5,ewe,0.9999967339234175,use1_use1_con2_max500_bat64
10,xlmr,top5,xho,0.9999966062218372,use1_use1_con2_max500_bat64
10,xlmr,worst5,pcm,0.9999845753585567,use1_use1_con2_max500_bat64
10,xlmr,worst5,tsn,0.9999864271738307,use1_use1_con2_max500_bat64
10,xlmr,worst5,lug,0.9999870824745388,use1_use1_con2_max500_bat64
10,xlmr,worst5,bam,0.9999890865850576,use1_use1_con2_max500_bat64
10,xlmr,worst5,swa,0.9999905828348427,use1_use1_con2_max500_bat64
11,xlmr,top5,ewe,0.9999846067080375,use1_use1_con2_max500_bat64
11,xlmr,top5,bam,0.9999832897962316,use1_use1_con2_max500_bat64
11,xlmr,top5,xho,0.9999831551987599,use1_use1_con2_max500_bat64
11,xlmr,top5,twi,0.9999826533928416,use1_use1_con2_max500_bat64
11,xlmr,top5,hau,0.9999819439583209,use1_use1_con2_max500_bat64
11,xlmr,worst5,yor,0.9999389345760233,use1_use1_con2_max500_bat64
11,xlmr,worst5,swa,0.9999505188392007,use1_use1_con2_max500_bat64
11,xlmr,worst5,pcm,0.9999533422726835,use1_use1_con2_max500_bat64
