,LOC,DATE,PER,ORG
bam,0.7975568175315857,0.8376005291938782,0.6775506138801575,0.7462323904037476
bbj,0.6128828525543213,0.7502256035804749,0.7265773415565491,0.7824491262435913
ewe,0.8191513419151306,0.6350032091140747,0.6999933123588562,0.8507277965545654
fon,0.7376303672790527,0.7726004719734192,0.695838451385498,0.8374049663543701
hau,0.7154436111450195,0.9042286276817322,0.693234384059906,0.8794143199920654
ibo,0.7907000184059143,0.9231973886489868,0.7150780558586121,0.8994876146316528
kin,0.8831693530082703,0.9144476652145386,0.6884791851043701,0.9021924138069153
lug,0.9129401445388794,0.8703550696372986,0.7206807732582092,0.8513529300689697
luo,0.8861135840415955,0.889975368976593,0.7194070816040039,0.8834598660469055
mos,0.7836368083953857,0.7218722105026245,0.6915757060050964,0.8484581112861633
nya,0.8645793199539185,0.8958632946014404,0.7206083536148071,0.8922902345657349
pcm,0.8599957227706909,0.6775339245796204,0.7262046337127686,0.8525227308273315
sna,0.7907658815383911,0.9305645227432251,0.714228093624115,0.8932888507843018
swa,0.914776086807251,0.8443092107772827,0.6612244248390198,0.8567698001861572
tsn,0.8169788122177124,0.9101828336715698,0.6944978833198547,0.852763295173645
twi,0.8753883838653564,0.8467564582824707,0.7247356176376343,0.9284528493881226
wol,0.7499343156814575,0.8808375597000122,0.6991007328033447,0.870886504650116
xho,0.6906611323356628,0.9293797612190247,0.709280788898468,0.8446430563926697
yor,0.6130442023277283,0.7524228692054749,0.5882335305213928,0.813173234462738
zul,0.8006359338760376,0.9016285538673401,0.7040937542915344,0.8714214563369751
