,ORG,LOC,PER,DATE
bam,0.8851110339164734,0.9111608266830444,,
bbj,0.921208381652832,0.8046926259994507,,
ewe,0.9116500020027161,,0.934705376625061,
fon,0.9392839670181274,0.8996101021766663,0.929252564907074,
hau,0.9552780389785767,0.8753024339675903,0.9608577489852905,
ibo,0.9399767518043518,0.8980635404586792,,
kin,0.9156685471534729,0.9099119901657104,0.9491437077522278,
lug,0.9526687860488892,,0.9448919296264648,
luo,0.9057158827781677,,0.9378454089164734,
mos,0.9396130442619324,,0.9348261952400208,
nya,0.9308334589004517,0.8936071991920471,,
pcm,,0.8998968005180359,0.9438421726226807,
sna,,0.8846573233604431,0.9548671245574951,
swa,0.8506149649620056,0.9084105491638184,0.9467865824699402,
tsn,0.9391508102416992,0.8900209665298462,,
twi,0.9624476432800293,0.9186012744903564,0.9639117121696472,
wol,0.91814786195755,0.8882607817649841,0.9503476619720459,
xho,,0.8636552691459656,0.9052512049674988,
yor,0.9202691316604614,0.783105194568634,,
zul,,0.8764587640762329,,
