layer,model,rank_type,language,swd_mean
1,xlmr,top5,kin,0.009819576728887114
1,xlmr,top5,ibo,0.01000878618947354
1,xlmr,top5,zul,0.010335856463029813
1,xlmr,top5,wol,0.010478839599727507
1,xlmr,top5,twi,0.010557918171116398
1,xlmr,worst5,hau,0.013221738714946696
1,xlmr,worst5,fon,0.012179952582982878
1,xlmr,worst5,bam,0.01205221536758927
1,xlmr,worst5,swa,0.012012983130716748
1,xlmr,worst5,yor,0.011904920075721748
2,xlmr,top5,kin,0.0065828499880353775
2,xlmr,top5,twi,0.006970863547849149
2,xlmr,top5,zul,0.007075721332739704
2,xlmr,top5,luo,0.007523812895215087
2,xlmr,top5,ibo,0.0075506571917003384
2,xlmr,worst5,pcm,0.009845878112059836
2,xlmr,worst5,hau,0.009616097283355884
2,xlmr,worst5,swa,0.009127631962655869
2,xlmr,worst5,yor,0.009101086436430705
2,xlmr,worst5,mos,0.008812100851969262
3,xlmr,top5,kin,0.006384656983982495
3,xlmr,top5,twi,0.006586324914565012
3,xlmr,top5,ibo,0.006645891868515719
3,xlmr,top5,luo,0.006701732195551813
3,xlmr,top5,lug,0.006819185336098599
3,xlmr,worst5,hau,0.009379101955232727
3,xlmr,worst5,pcm,0.00857426812592621
3,xlmr,worst5,sna,0.008531413811510902
3,xlmr,worst5,swa,0.007966827724999348
3,xlmr,worst5,yor,0.007963408062664712
4,xlmr,top5,ibo,0.00692033329721653
4,xlmr,top5,tsn,0.006995999881155512
4,xlmr,top5,twi,0.007081537693352402
4,xlmr,top5,zul,0.007112020404974828
4,xlmr,top5,lug,0.007390883803509496
4,xlmr,worst5,pcm,0.00923708662332956
4,xlmr,worst5,yor,0.008933871597832876
4,xlmr,worst5,hau,0.008832448193629716
4,xlmr,worst5,swa,0.008759798878259062
4,xlmr,worst5,xho,0.008408543825908055
5,xlmr,top5,nya,0.0066411714836552465
5,xlmr,top5,bbj,0.0070651511807682255
5,xlmr,top5,mos,0.007137169378135392
5,xlmr,top5,lug,0.007256881998121874
5,xlmr,top5,tsn,0.0072811086392903235
5,xlmr,worst5,sna,0.009173750977727954
5,xlmr,worst5,hau,0.008809892863761585
5,xlmr,worst5,fon,0.008338395358805428
5,xlmr,worst5,kin,0.008305569084313902
5,xlmr,worst5,yor,0.008160930432495661
6,xlmr,top5,nya,0.007992842087332974
6,xlmr,top5,lug,0.008056580514373005
6,xlmr,top5,ewe,0.00814132630663759
6,xlmr,top5,tsn,0.008141842506726485
6,xlmr,top5,wol,0.008332770072380905
6,xlmr,worst5,yor,0.010222408372404365
6,xlmr,worst5,hau,0.009989503761971719
6,xlmr,worst5,luo,0.009978118748222187
6,xlmr,worst5,bam,0.009598405951843839
6,xlmr,worst5,sna,0.009577860805165983
7,xlmr,top5,nya,0.007422915302261875
7,xlmr,top5,ibo,0.007460760887852302
7,xlmr,top5,lug,0.007517076459180316
7,xlmr,top5,ewe,0.007640534858789276
7,xlmr,top5,twi,0.007674892978381346
7,xlmr,worst5,bam,0.010391575512661197
7,xlmr,worst5,yor,0.010275599644046451
7,xlmr,worst5,kin,0.009412462771100158
7,xlmr,worst5,luo,0.009069943965187122
7,xlmr,worst5,wol,0.009047496504839122
8,xlmr,top5,ewe,0.0072398472698296246
8,xlmr,top5,nya,0.007377398694037159
8,xlmr,top5,mos,0.0077120364585425705
8,xlmr,top5,lug,0.007912217088005491
8,xlmr,top5,tsn,0.008155637976415164
8,xlmr,worst5,yor,0.010356466333632852
8,xlmr,worst5,bam,0.009771073093361338
8,xlmr,worst5,xho,0.009380165812217456
8,xlmr,worst5,hau,0.009348689975316423
8,xlmr,worst5,luo,0.009225429522302875
9,xlmr,top5,ewe,0.007007216200236144
9,xlmr,top5,wol,0.007516949711619721
9,xlmr,top5,twi,0.007574399446790873
9,xlmr,top5,mos,0.007622477666245686
9,xlmr,top5,sna,0.007935453156278527
9,xlmr,worst5,bam,0.010451255227280853
9,xlmr,worst5,ibo,0.009828475034964868
9,xlmr,worst5,yor,0.009557404134284297
9,xlmr,worst5,swa,0.009500299663310821
9,xlmr,worst5,pcm,0.009203863961374736
10,xlmr,top5,ewe,0.006658431005007515
10,xlmr,top5,swa,0.0068585300734866905
10,xlmr,top5,hau,0.0071165249437399325
10,xlmr,top5,mos,0.007522102261646069
10,xlmr,top5,fon,0.007751563649586994
10,xlmr,worst5,yor,0.011174486744039314
10,xlmr,worst5,kin,0.010943208388653147
10,xlmr,worst5,bam,0.009562024057800045
10,xlmr,worst5,ibo,0.009398783186725268
10,xlmr,worst5,bbj,0.009106558209623472
11,xlmr,top5,swa,0.006480805305727699
11,xlmr,top5,ewe,0.0067721627428909414
11,xlmr,top5,hau,0.007057984990296973
11,xlmr,top5,nya,0.007168633824221615
11,xlmr,top5,twi,0.00717814875588374
11,xlmr,worst5,bam,0.009782336458556529
11,xlmr,worst5,yor,0.009667560987509205
11,xlmr,worst5,lug,0.009239110078169688
11,xlmr,worst5,sna,0.009018405621873171
11,xlmr,worst5,zul,0.008870425095210521
12,xlmr,top5,wol,0.002031704294040537
12,xlmr,top5,bbj,0.002259351125530884
12,xlmr,top5,nya,0.002307162712781974
12,xlmr,top5,ibo,0.002429517959910754
12,xlmr,top5,kin,0.0026802093841524766
12,xlmr,worst5,hau,0.004256889150155985
12,xlmr,worst5,lug,0.004051022926432779
12,xlmr,worst5,swa,0.0037114127990207635
12,xlmr,worst5,pcm,0.003342656956647261
12,xlmr,worst5,sna,0.003338949458679963
