,ORG,PER,DATE,LOC
bam,0.999975323677063,0.9999874234199524,0.9999819993972778,0.9999813437461853
bbj,0.9999877214431763,0.9999906420707703,0.999981164932251,0.9999857544898987
ewe,0.9999854564666748,0.9999904036521912,0.9999859929084778,0.9999927878379822
fon,0.9999803304672241,0.9999715685844421,0.999976396560669,0.9999831914901733
hau,0.9999889731407166,0.9999918341636658,0.9999794363975525,0.999984622001648
ibo,0.9999763369560242,0.9999955296516418,0.9999947547912598,0.9999889731407166
kin,0.9999918341636658,0.9999964833259583,0.9999915957450867,0.9999950528144836
lug,0.999994695186615,0.9999980926513672,0.999992311000824,0.9999908804893494
luo,0.999984622001648,0.9999916553497314,0.9999871850013733,0.9999951124191284
mos,0.9999879598617554,0.9999912977218628,0.9999832510948181,0.9999917149543762
nya,0.999992311000824,0.9999958872795105,0.9999898076057434,0.9999949932098389
pcm,0.9999842643737793,0.9999896883964539,0.9999793171882629,0.9999842643737793
sna,0.9999956488609314,0.9999955892562866,0.9999890923500061,0.9999960064888
swa,0.999984622001648,0.9999852180480957,0.9999821186065674,0.999984860420227
tsn,0.9999873638153076,0.999995231628418,0.9999927282333374,0.9999865293502808
twi,0.9999881982803345,0.9999858736991882,0.9999743103981018,0.9999882578849792
wol,0.9999871253967285,0.9999915957450867,0.9999874234199524,0.9999892115592957
xho,0.9999916553497314,0.999988317489624,0.9999935626983643,0.9999933838844299
yor,0.9999892115592957,0.9999879002571106,0.9999855160713196,0.9999871253967285
zul,0.9999915957450867,0.9999910593032837,0.9999920725822449,0.999986469745636
