,PER,DATE,ORG,LOC
bam,0.9999883770942688,0.9999944567680359,0.9999948740005493,0.9999970197677612
bbj,0.9999892711639404,0.9999808073043823,0.9999962449073792,0.9999943971633911
ewe,0.9999980926513672,0.9999815225601196,0.9999966621398926,0.9999973773956299
fon,0.9999967217445374,0.9999949336051941,0.9999968409538269,0.9999975562095642
hau,0.9999945163726807,0.9999557137489319,0.9999906420707703,0.9999959468841553
ibo,0.9999979734420776,0.9999966621398926,0.9999946355819702,0.9999964237213135
kin,0.9999991059303284,0.9999939799308777,0.999997615814209,0.9999983906745911
lug,0.9999992251396179,0.9999955296516418,0.999998927116394,0.9999967813491821
luo,0.9999986290931702,0.9999951720237732,0.9999960660934448,0.9999984502792358
mos,0.9999751448631287,0.9999855756759644,0.9999959468841553,0.9999973177909851
nya,0.9999992847442627,0.9999933838844299,0.9999977350234985,0.9999977946281433
pcm,0.9999970197677612,0.9999909996986389,0.999995231628418,0.9999959468841553
sna,0.9999980926513672,0.9999943971633911,0.9999988675117493,0.9999987483024597
swa,0.9999961256980896,0.9999880790710449,0.9999934434890747,0.9999951720237732
tsn,0.9999972581863403,0.9999945759773254,0.9999973177909851,0.9999973773956299
twi,0.9999960064888,0.999993085861206,0.9999953508377075,0.9999963641166687
wol,0.9999982118606567,0.9999910593032837,0.9999977946281433,0.9999970197677612
xho,0.9999980330467224,0.9999960660934448,0.9999972581863403,0.9999983310699463
yor,0.9999975562095642,0.9999969005584717,0.9999942183494568,0.9999949932098389
zul,0.9999983310699463,0.9999944567680359,0.9999977350234985,0.9999957084655762
