,LOC,ORG,DATE,PER
bam,0.9998424649238586,0.9997863173484802,0.9998409152030945,0.9997571706771851
bbj,0.999737024307251,0.9996911883354187,0.9997285008430481,0.9997420310974121
ewe,0.9998415112495422,0.9997512102127075,0.9996864795684814,0.9997977018356323
fon,0.9998182654380798,0.9997638463973999,0.9996433258056641,0.9997474551200867
hau,0.9999120831489563,0.9998846054077148,0.9998963475227356,0.9998217821121216
ibo,0.9998788833618164,0.9997971653938293,0.9998685121536255,0.9998273253440857
kin,0.9999438524246216,0.9999033212661743,0.9999052882194519,0.9998188018798828
lug,0.9998970031738281,0.9999549984931946,0.9999155402183533,0.9998675584793091
luo,0.9998830556869507,0.9997813105583191,0.9998272061347961,0.9997959733009338
mos,0.9998824000358582,0.9998270869255066,0.9998201727867126,0.9998295307159424
nya,0.9999229907989502,0.9999059438705444,0.9998922348022461,0.9998462200164795
pcm,0.9997194409370422,0.9995847940444946,0.9994993209838867,0.9996610283851624
sna,0.9998442530632019,0.9999329447746277,0.9998783469200134,0.9998182058334351
swa,0.9998642206192017,0.9997484683990479,0.9997999668121338,0.9998013377189636
tsn,0.9998863339424133,0.9997426271438599,0.9999127984046936,0.9998310804367065
twi,0.9998442530632019,0.9998234510421753,0.9998319745063782,0.9997788667678833
wol,0.9998703002929688,0.9996855854988098,0.9998299479484558,0.9997962713241577
xho,0.999836802482605,0.9998957514762878,0.9999390244483948,0.9998279213905334
yor,0.9996069073677063,0.999774158000946,0.9995972514152527,0.999732494354248
zul,0.9999118447303772,0.9999427199363708,0.9998897910118103,0.999833345413208
