,DATE,PER,LOC,ORG
bam,,0.9973105192184448,0.9928432106971741,0.9923164248466492
bbj,,0.9949768781661987,0.9701354503631592,0.9904245734214783
ewe,,0.9901912808418274,0.9966216087341309,0.9942973256111145
fon,,0.9919617176055908,0.9889634847640991,0.9953776001930237
hau,,0.9948831796646118,0.98777174949646,0.9928390979766846
ibo,,0.9981408715248108,0.9876976013183594,0.9942730069160461
kin,,0.996902585029602,0.9944981336593628,0.9920046329498291
lug,,0.9936349391937256,0.9959884285926819,0.9948199987411499
luo,,0.9963679909706116,0.9972176551818848,0.9900503158569336
mos,,0.9942314624786377,0.9894053936004639,0.9891436100006104
nya,,0.9985225796699524,0.9882902503013611,0.9956896305084229
pcm,,0.9972636103630066,0.9955585598945618,0.9899510741233826
sna,,0.9956364631652832,0.9899794459342957,0.9905391335487366
swa,,0.9973384737968445,0.9958298206329346,0.986564576625824
tsn,,0.9962842464447021,0.9902657866477966,0.9927414059638977
twi,,0.9978126883506775,0.9958627223968506,0.9964559674263
wol,,0.9967169761657715,0.9918392896652222,0.9914774894714355
xho,,0.9857036471366882,0.9874024987220764,0.9906061291694641
yor,,0.9862324595451355,0.957652747631073,0.9951738715171814
zul,,0.9928202629089355,0.9930941462516785,0.993078887462616
