,LOC,ORG,PER,DATE
bam,,0.9643726348876953,,
bbj,0.9414088129997253,0.9794555902481079,,
ewe,,0.9792370796203613,0.9866393804550171,
fon,,,0.9856157302856445,
hau,,0.975958526134491,0.9849835634231567,
ibo,0.9668881893157959,0.9750761389732361,,
kin,,0.9716596007347107,,
lug,,0.9740949273109436,0.9722598791122437,
luo,,0.9701493382453918,0.9778567552566528,
mos,,0.9786969423294067,0.982729434967041,
nya,,0.9794901609420776,,
pcm,0.9836575388908386,,0.9845731854438782,
sna,0.9786040782928467,,0.9834299087524414,
swa,,,0.9864118099212646,
tsn,0.9766712784767151,0.9799968004226685,,
twi,,,0.9887548089027405,
wol,,0.9708020091056824,,
xho,0.9684898853302002,,0.9699764847755432,
yor,0.9568935036659241,0.978563129901886,,
zul,0.9780274629592896,,,
