,PER,LOC,ORG,DATE,Mean
twi,0.9633838926344517,0.9120772102290301,0.9649196815262872,0.9074006248344939,0.9369453523060657
lug,0.9862759340009833,0.9299649641344034,0.9289225999558313,0.9002533865384739,0.936354221157423
kin,0.9474587133156518,0.9252620147529502,0.9507727395102329,0.9206993013401942,0.9360481922297572
luo,0.9569388185232655,0.9132090970594748,0.9583215829878992,0.9087949480842897,0.9343161116637323
swa,0.9636435015501107,0.9289372993864016,0.9426775005313867,0.8914500051820383,0.9316770766624843
ibo,0.9493639293248938,0.8736599442786261,0.9531557613100852,0.9462592355617448,0.9306097176188375
sna,0.9481990577768061,0.8408164498247681,0.9500525668426826,0.9440777197940524,0.9207864485595773
tsn,0.947492850622765,0.8470456590329184,0.9547623039177612,0.9242285126824,0.9183823315639611
nya,0.9255705958799394,0.8702718233859289,0.9671739893623142,0.8999023847836077,0.9157296983529475
zul,0.9099459716696694,0.8561969527060361,0.9493450188046398,0.9032218323706929,0.9046774438877596
xho,0.9353696557568374,0.7696499117752833,0.9293076441123346,0.9454493496892964,0.8949441403334379
pcm,0.9666524950899251,0.8990323143822512,0.9335690537364646,0.7798422435585572,0.8947740266917995
hau,0.9449532909207662,0.767174853736488,0.9256879627086508,0.926575193432486,0.8910978251995978
wol,0.9339899721568754,0.7717416296116787,0.9348456713708517,0.9063329084221199,0.8867275453903813
ewe,0.953792781441741,0.880993465457747,0.9410544004067011,0.7699491563846924,0.8864474509227204
mos,0.9321549501311239,0.8038913060891435,0.9336839147166183,0.8185895789521402,0.8720799374722564
bam,0.920363699072422,0.8151330832134701,0.8511401021841881,0.8675371039192866,0.8635434970973417
fon,0.947344255162332,0.7617151343744452,0.9149196447719513,0.7748318544924004,0.8497027222002822
yor,0.8423281338701362,0.6208756348559649,0.8942030119951919,0.8090230025363113,0.7916074458144011
bbj,0.9523835420722683,0.5963282493094731,0.7911359714721057,0.7605107638629298,0.7750896316791942
