layer,model,rank_type,language,pearson
2,mbert,top5,lug,0.9999323145736976
2,mbert,top5,kin,0.9999141401112516
2,mbert,top5,nya,0.9999071591487264
2,mbert,top5,twi,0.9998951335800462
2,mbert,top5,swa,0.9998938531222048
2,mbert,worst5,ewe,0.9993898760864276
2,mbert,worst5,bbj,0.9994590314748932
2,mbert,worst5,xho,0.9996591562144411
2,mbert,worst5,sna,0.9997217836327781
2,mbert,worst5,hau,0.9997324949515183
3,mbert,top5,lug,0.9999822015476637
3,mbert,top5,kin,0.999980381412936
3,mbert,top5,nya,0.9999800288990898
3,mbert,top5,swa,0.9999758256212021
3,mbert,top5,twi,0.9999747308092365
3,mbert,worst5,ewe,0.9998437014209318
3,mbert,worst5,bbj,0.9998739282051403
3,mbert,worst5,xho,0.9999391459895326
3,mbert,worst5,hau,0.9999447093445281
3,mbert,worst5,sna,0.9999460107991975
10,mbert,top5,lug,0.9907900811289113
10,mbert,top5,luo,0.9895307215169524
10,mbert,top5,twi,0.9890481280921104
10,mbert,top5,kin,0.987835930579301
10,mbert,top5,swa,0.9871595005253804
10,mbert,worst5,bbj,0.9621726853047325
10,mbert,worst5,yor,0.9660963017478124
10,mbert,worst5,pcm,0.9686995500140906
10,mbert,worst5,fon,0.9735984127814707
10,mbert,worst5,mos,0.9766044917476417
12,mbert,top5,lug,0.9708846542921734
12,mbert,top5,kin,0.9659623033833327
12,mbert,top5,twi,0.9641994322873484
12,mbert,top5,swa,0.9620633303003534
12,mbert,top5,luo,0.9617511122419673
12,mbert,worst5,bbj,0.9014134037427662
12,mbert,worst5,pcm,0.9046293363782278
12,mbert,worst5,yor,0.9060854434541021
12,mbert,worst5,xho,0.9184221976348267
12,mbert,worst5,wol,0.9271455591254459
