,LOC,DATE,PER,ORG,Mean
twi,0.9851355662663779,0.9934247204844854,0.9276839452164064,0.9941199248183739,0.9750910391964109
luo,0.9917057916154869,0.9864390226538405,0.9282209774935346,0.9914784109333329,0.9744610506740488
ewe,0.9897662289888114,0.9824561278101204,0.9288829638462469,0.9937763793175112,0.9737204249906725
xho,0.9831615119059874,0.9937314509869132,0.9263947473129951,0.9891059935398154,0.9730984259364277
sna,0.9863498636574274,0.9924693398459266,0.9248782031202438,0.9880426909012427,0.97293502438121
nya,0.9906048615828494,0.9843988438383434,0.9222875985229277,0.993626504178651,0.9727294520306928
yor,0.9797577743921482,0.9878456552803457,0.9277794922322748,0.9916792941640141,0.9717655540171958
ibo,0.9822213922241158,0.9940117363260277,0.9214673871571403,0.9891632261139883,0.9717159354553181
mos,0.9809193609556655,0.988814525179818,0.922926427839837,0.9902096256574715,0.9707174849081981
fon,0.979299866323302,0.9823945878169635,0.9295555195103808,0.9912618797689023,0.9706279633548872
wol,0.9823959225448682,0.9861940521745,0.9207768244565783,0.9920174779614326,0.9703460692843446
kin,0.9908845639424556,0.9932594253301482,0.9042142732063521,0.9925554695033396,0.9702284329955739
tsn,0.9835448787409592,0.986407219965109,0.9241501331647654,0.9849716337466377,0.9697684664043679
hau,0.9775836336652094,0.9826713393508921,0.920832321613928,0.992592047057211,0.9684198354218102
zul,0.9841214585151483,0.9901020532022418,0.9083215757177897,0.9902291730979893,0.9681935651332922
lug,0.9867492939776535,0.9919449557680616,0.9146261867545149,0.9791155546595912,0.9681089977899553
bbj,0.9699385951905269,0.9812578101216454,0.9279738672829111,0.9918462133299575,0.9677541214812602
swa,0.9888390220789399,0.9678869940331356,0.9249082171662104,0.9847173171376739,0.9665878876039898
bam,0.9851785849324419,0.976837478540563,0.9110607133313771,0.9787786486732638,0.9629638563694114
pcm,0.9827555147568138,0.9537556160195267,0.9306357378717783,0.9769363894190508,0.9610208145167924
