,LOC,ORG,DATE,PER,Mean
twi,0.9639420509338379,0.9817301034927368,,0.8864142298698425,0.9679442745334698
sna,0.9726049304008484,0.9651765823364258,,0.888965904712677,0.9643667081616959
mos,0.962476372718811,0.9741982221603394,,0.8815969824790955,0.9634274682908688
zul,0.959507167339325,0.9768017530441284,,0.8840762972831726,0.9633953188950161
fon,0.9566680192947388,0.9761315584182739,,0.8844867944717407,0.9617632042686894
nya,0.963134229183197,0.968271017074585,,0.8902360796928406,0.9614309319910014
ewe,0.9651224613189697,0.9648164510726929,,0.8933833837509155,0.9609174143593266
ibo,0.9549553990364075,0.9746341705322266,,0.8772520422935486,0.9598395352093678
bam,0.9620786309242249,0.9665051698684692,,0.8664983510971069,0.9587564164737485
tsn,0.9567255973815918,0.9679178595542908,,0.8833141326904297,0.9578496004050633
luo,0.9625321626663208,0.9566466808319092,,0.891694188117981,0.955746295317164
xho,0.956228494644165,0.9629287719726562,,0.8781173825263977,0.9549676191132024
wol,0.9544216990470886,0.9635753631591797,,0.879348635673523,0.9544900464561751
bbj,0.9425923228263855,0.9751711487770081,,0.8808436989784241,0.9544644884343417
kin,0.9569432139396667,0.9556648135185242,,0.8698117733001709,0.9514082265350053
yor,0.935844361782074,0.9680278897285461,,0.8662115931510925,0.9470837937211091
lug,0.9486849904060364,0.9529851078987122,,0.8822857737541199,0.9469549014883222
hau,0.9362677335739136,0.9631468653678894,,0.8792819976806641,0.9457209616337182
pcm,0.9554301500320435,0.9178262948989868,,0.8866658806800842,0.9338001653833209
swa,0.934346616268158,0.9285576343536377,,0.8868199586868286,0.9289257762567052
