,ORG,PER,DATE,LOC,Mean
lug,0.9996311,0.9998408,0.9989627,0.9997304,0.9995412
kin,0.99972403,0.99965936,0.99916214,0.99925405,0.9994499
luo,0.99974716,0.9996844,0.99873,0.99932086,0.9993706
twi,0.9997446,0.9993945,0.9990842,0.9991977,0.99935526
ibo,0.9997001,0.99959683,0.99935484,0.9987072,0.9993397
tsn,0.9996289,0.9996375,0.9988113,0.99893355,0.9992528
swa,0.99965876,0.9996483,0.99769694,0.9993101,0.9990785
nya,0.9997814,0.9992339,0.99860626,0.9984587,0.99902004
wol,0.99949485,0.99952066,0.99889785,0.9980346,0.99898696
pcm,0.9996302,0.9996077,0.99738795,0.99897856,0.9989011
zul,0.9994866,0.9989967,0.9987518,0.99830526,0.9988851
sna,0.9995381,0.99846077,0.9990806,0.99841285,0.9988731
xho,0.99882585,0.99923587,0.99940133,0.99795616,0.99885476
ewe,0.99955904,0.999274,0.99813306,0.9984152,0.99884534
hau,0.9993822,0.999492,0.9987522,0.99769765,0.998831
bam,0.99905133,0.99944746,0.9981947,0.9982842,0.9987445
bbj,0.99945855,0.99951273,0.99830806,0.99764556,0.9987312
yor,0.9992377,0.9989266,0.99886984,0.9975949,0.9986572
mos,0.9995657,0.999576,0.99814844,0.9972968,0.99864674
fon,0.99954206,0.99932534,0.99765104,0.9980373,0.9986389
