,PER,LOC,DATE,ORG,Mean
lug,0.98143494,0.9238548,0.9084116,0.9558876,0.94239724
kin,0.9511677,0.9202374,0.91590905,0.949715,0.93425727
luo,0.96625966,0.88949895,0.85516083,0.922269,0.90829706
sna,0.87601817,0.89132404,0.9192103,0.9259384,0.9031227
nya,0.9579514,0.8394134,0.868828,0.9452667,0.9028649
xho,0.8792689,0.8726588,0.92938334,0.9207657,0.90051913
twi,0.95341694,0.8586527,0.8257165,0.9208104,0.88964915
ibo,0.9340807,0.8753078,0.8688177,0.87307787,0.887821
zul,0.8967724,0.8702159,0.85192096,0.90942097,0.8820826
wol,0.9283271,0.8491317,0.843467,0.90480846,0.8814336
tsn,0.9376111,0.80859756,0.8567762,0.89794946,0.8752336
swa,0.9563363,0.8281338,0.83060765,0.8756234,0.8726753
hau,0.9160377,0.817185,0.86855197,0.87618595,0.86949015
bam,0.91375566,0.85648555,0.821956,0.8304241,0.8556553
ewe,0.9182257,0.80714184,0.7551358,0.8528526,0.833339
mos,0.9049359,0.7986831,0.7433317,0.88078046,0.8319328
pcm,0.94902414,0.80945164,0.6549822,0.8630198,0.81911945
fon,0.8815906,0.7796394,0.70781684,0.8492735,0.8045801
bbj,0.8838817,0.704443,0.6976423,0.7309915,0.75423956
yor,0.7834167,0.7095466,0.7452246,0.7554992,0.7484217
