,DATE,LOC,PER,ORG
bam,,0.9798272848129272,,0.9679118990898132
bbj,,0.9684185981750488,,0.9821123480796814
ewe,,,0.9244668483734131,0.9809054732322693
fon,,0.9752421975135803,0.9137858748435974,0.981596052646637
hau,,0.9519683122634888,0.9206642508506775,0.9779594540596008
ibo,,0.9755541682243347,,0.9805447459220886
kin,,0.9741953015327454,0.9072278738021851,0.9612354636192322
lug,,,0.9015438556671143,0.9686533808708191
luo,,,0.9360103607177734,0.9619789123535156
mos,,,0.9065200090408325,0.9795005917549133
nya,,0.9722381830215454,0.9253513813018799,0.977341890335083
pcm,,0.9816591739654541,0.9215073585510254,0.9513556957244873
sna,,0.98304283618927,0.9271068572998047,0.9657139778137207
swa,,0.971369206905365,0.9181260466575623,0.957733690738678
tsn,,0.9738734364509583,,0.9769734144210815
twi,,0.9710584282875061,0.9279138445854187,0.98903888463974
wol,,0.971306324005127,0.9159649610519409,0.9644370079040527
xho,,0.9744113087654114,0.9081148505210876,
yor,,0.9573593139648438,,0.975641131401062
zul,,0.9719986915588379,0.9080203175544739,
