layer,best_config,tokens,ctx_window,score_mean_over_langs,bam,bbj,ewe,fon,hau,ibo,kin,lug,luo,mos,nya,pcm,sna,swa,tsn,twi,wol,xho,yor,zul
1,config_2_clsfalse_ctxtrue,200,3,0.7629598468542099,0.7714086771011353,0.7953926920890808,0.832739531993866,0.6746948957443237,0.8134092092514038,0.6547057628631592,0.7922674417495728,0.8467867970466614,0.8026885986328125,0.6452516317367554,0.7045910954475403,0.7965328693389893,0.8044605851173401,0.7416123151779175,0.7792106866836548,0.7854160666465759,0.6823609471321106,0.7943242788314819,0.7380521297454834,0.8032907247543335
2,config_2_clsfalse_ctxtrue,200,3,0.7082954794168472,0.7332103252410889,0.8006801009178162,0.7887800335884094,0.6110482811927795,0.7825273275375366,0.5850754976272583,0.759227991104126,0.789321780204773,0.7528771758079529,0.5792869925498962,0.6639897227287292,0.6688078045845032,0.7989121079444885,0.751388669013977,0.6914660930633545,0.7496349215507507,0.6095035076141357,0.7406567931175232,0.531650960445404,0.7778635025024414
3,config_2_clsfalse_ctxtrue,400,3,0.6922928720712662,0.7057209014892578,0.7502636313438416,0.6646208167076111,0.6280363202095032,0.7354094982147217,0.6187110543251038,0.7503849267959595,0.6689613461494446,0.7557977437973022,0.5463627576828003,0.6827762722969055,0.7124549746513367,0.7000916004180908,0.7596457004547119,0.6950036883354187,0.7422021627426147,0.6249504089355469,0.6107305884361267,0.7604552507400513,0.7332777976989746
4,config_2_clsfalse_ctxtrue,400,3,0.7042512267827987,0.7041385173797607,0.8061898350715637,0.7054056525230408,0.6528903245925903,0.748740553855896,0.6173083782196045,0.8057191967964172,0.6738289594650269,0.7693690657615662,0.5571354627609253,0.6705858111381531,0.7223812937736511,0.735481858253479,0.7816678881645203,0.6965670585632324,0.711482584476471,0.616897463798523,0.618757963180542,0.7668740749359131,0.7236025929450989
5,config_3_clstrue_ctxtrue,400,2,0.7130406469106674,0.6860582232475281,0.6908947825431824,0.5876473784446716,0.6954113841056824,0.5661393404006958,0.7963714003562927,0.9146273136138916,0.7918323278427124,0.6581928730010986,0.640116274356842,0.7138855457305908,0.8671252131462097,0.8083287477493286,0.9690512418746948,0.7697648406028748,0.4613803327083587,0.4772616326808929,0.7672012448310852,0.6203403472900391,0.779182493686676
6,config_0_clsfalse_ctxfalse,500,0,0.7580951988697052,0.6862800121307373,0.8762208223342896,0.7924926280975342,0.6721245646476746,0.8167992830276489,0.7508841753005981,0.7896013259887695,0.6902525424957275,0.6597452759742737,0.6819548010826111,0.9026823043823242,0.7718732357025146,0.7929279208183289,0.8819888830184937,0.7615659832954407,0.6809624433517456,0.7174558639526367,0.7615296840667725,0.7573959827423096,0.7171662449836731
7,config_0_clsfalse_ctxfalse,500,0,0.7463185459375381,0.6371482610702515,0.8744177222251892,0.7386685609817505,0.6484799385070801,0.7938616275787354,0.7545853853225708,0.8171502947807312,0.6603647470474243,0.6805632710456848,0.6453964114189148,0.9397260546684264,0.7734183073043823,0.7528828978538513,0.8800621628761292,0.7475646138191223,0.6334897875785828,0.7245522737503052,0.7474879026412964,0.7550628185272217,0.7214878797531128
8,config_2_clsfalse_ctxtrue,400,3,0.782244747877121,0.7360209226608276,0.9252409338951112,0.8353363871574402,0.8277028203010559,0.8202316164970398,0.595698893070221,0.7775859832763672,0.8165315985679626,0.7487478852272034,0.7284607291221619,0.7106929421424866,0.8858814239501953,0.8649129867553711,0.8701340556144714,0.724193811416626,0.7040349245071411,0.7255108952522278,0.9524235129356384,0.6352896690368652,0.7602629661560059
9,config_0_clsfalse_ctxfalse,500,0,0.6333438798785209,0.4296840727329254,0.8459630608558655,0.689873456954956,0.5218205451965332,0.6977213025093079,0.6426773071289062,0.6272145509719849,0.5323167443275452,0.4973602890968323,0.5400329828262329,0.8017246723175049,0.8040729761123657,0.6303375363349915,0.8186469078063965,0.5750862956047058,0.4340084195137024,0.6388339400291443,0.6554906964302063,0.6643933653831482,0.6196184754371643
10,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,
