,ORG,LOC,PER,DATE
bam,0.9977304339408875,0.9994925856590271,0.9997863173484802,
bbj,0.9970400333404541,0.996657133102417,0.9996179938316345,
ewe,0.9988273978233337,0.9980517625808716,0.9925804138183594,
fon,0.997901976108551,0.9989559650421143,0.9992859363555908,
hau,0.9996532797813416,0.99952632188797,0.9958457350730896,
ibo,0.9995842576026917,0.9989293217658997,0.9996606707572937,
kin,0.999869167804718,0.9983027577400208,0.9993262887001038,
lug,0.9973268508911133,0.9999157190322876,0.9999057650566101,
luo,0.9980615377426147,0.9995995759963989,0.9998656511306763,
mos,0.9993934631347656,0.9990652799606323,0.9946574568748474,
nya,0.9952303171157837,0.9991968274116516,0.9999350905418396,
pcm,0.9954507350921631,0.9993662238121033,0.9995880722999573,
sna,0.9980229735374451,0.9979977011680603,0.9998879432678223,
swa,0.9943880438804626,0.9999791979789734,0.9999036192893982,
tsn,0.9945716857910156,0.9981886148452759,0.9939807653427124,
twi,0.9974573850631714,0.9999628067016602,0.9989277124404907,
wol,0.9945147037506104,0.9993504881858826,0.9985929727554321,
xho,0.9948348999023438,0.9982754588127136,0.9993475675582886,
yor,0.9976610541343689,0.9976771473884583,0.9996073246002197,
zul,0.9930608868598938,0.9993659257888794,0.9990206360816956,
