,PER,LOC,ORG,DATE,SWD_mean
bam,,,0.026293692239960365,,0.026293692239960365
bbj,,,0.016466557849525998,,0.016466557849525998
ewe,0.02671587986696977,,0.020526697060631705,,0.023621288463800738
fon,0.029274884169353754,,,,0.029274884169353754
hau,0.024777005854048184,,0.02444170841772575,,0.024609357135886967
ibo,,0.017757793682903866,0.017815354834965547,,0.017786574258934706
kin,,,0.0198426856277365,,0.0198426856277365
lug,0.024413256509433268,,0.01529186311745434,,0.019852559813443804
luo,0.023976776300514757,,0.021610828562188544,,0.02279380243135165
mos,0.026603578275171458,,0.017603967883587757,,0.022103773079379607
nya,,,0.020319232031397405,,0.020319232031397405
pcm,0.024733775688218884,0.016610924705673824,,,0.020672350196946354
sna,0.02916004650251125,0.018067893537590862,,,0.023613970020051056
swa,0.02447351209775661,,,,0.02447351209775661
tsn,,0.019537982963811373,0.020484610482526477,,0.020011296723168925
twi,0.0249214371015114,,,,0.0249214371015114
wol,,,0.016856507538250298,,0.016856507538250298
xho,0.0238763295692479,0.020127784108808555,,,0.022002056839028228
yor,,0.02597555739885138,0.018099104177963454,,0.022037330788407417
zul,,0.021651071884662088,,,0.021651071884662088
