Language,Cosine_Similarity
lug,0.9995825
tsn,0.99917567
pcm,0.999172
twi,0.9991059
swa,0.9990821
bam,0.9990383
kin,0.99896437
wol,0.9986824
ewe,0.99865264
nya,0.9986471
luo,0.99848974
hau,0.9983603
zul,0.9983383
ibo,0.9982935
xho,0.9979513
mos,0.99783725
bbj,0.99777555
sna,0.9974572
fon,0.9968764
yor,0.9962826
