,ORG,LOC,PER,DATE,Mean
kin,0.9882319188042298,0.9895345272255036,0.9905170288895393,0.9849540645503769,0.9883093848674125
sna,0.9890645407168234,0.9878307929811339,0.990447702839784,0.9831598253519204,0.9876257154724154
nya,0.9879316677784309,0.987238493887174,0.9938807762740833,0.9790673191434435,0.9870295642707828
lug,0.9754836796923886,0.9793929487917443,0.9956843224280881,0.9849018330897419,0.9838656960004907
xho,0.9839601922449709,0.9823130079056069,0.977916672367048,0.9859414457687816,0.9825328295716018
twi,0.9839996919251388,0.9823057891096958,0.9895332481631659,0.9717516979273352,0.981897606781334
luo,0.9815073322639943,0.982860830948561,0.9899967299959527,0.9709017966424727,0.9813166724627451
hau,0.982107112109599,0.9798597937281056,0.9841082492472578,0.9769290913774935,0.9807510616156141
zul,0.9843559005152167,0.9747217100336759,0.9842334790878566,0.9744989708211438,0.9794525151144733
tsn,0.9799241164179266,0.9737607767069992,0.986812557464486,0.977116788935,0.9794035598811031
wol,0.9810188278520582,0.9767110836807197,0.9860161235119866,0.9695168780112682,0.9783157282640081
swa,0.9747952971332625,0.9782284800747005,0.9924180872269677,0.9620437280501571,0.9768713981212719
ibo,0.9489607223100068,0.9829374678251495,0.9879224581138277,0.9776124708548821,0.9743582797759665
mos,0.980909194158465,0.9739543479839584,0.9802155490273601,0.9567011954544903,0.9729450716560685
bam,0.965547274383947,0.9741690964625388,0.9734781869412521,0.9717636807402087,0.9712395596319866
ewe,0.9769760277631513,0.9538473306265053,0.9804113780598943,0.951888677594097,0.965780853510912
yor,0.9711036102328049,0.9527335966187995,0.9701558832945736,0.9461373556082032,0.9600326114385953
fon,0.9430308967321835,0.9460735693433018,0.9741293589779897,0.9003146321926329,0.9408871143115269
pcm,0.9546875729867123,0.9462725326256881,0.9877028675247235,0.8732751608199878,0.940484533489278
bbj,0.9211752190391128,0.9030188100510131,0.973855436750903,0.9287630638643862,0.9317031324263538
