,DATE,LOC,PER,ORG
bam,,0.9999227523803711,0.9999679327011108,0.999584972858429
bbj,,0.9997777938842773,0.9998908638954163,0.999772846698761
ewe,,0.9999349117279053,0.9998996257781982,0.9998634457588196
fon,,0.9949332475662231,0.9998957514762878,0.9998165369033813
hau,,0.9999186396598816,0.9969402551651001,0.9991180896759033
ibo,,0.9996800422668457,0.9999624490737915,0.9996111392974854
kin,,0.9999550580978394,0.9999469518661499,0.9998604655265808
lug,,0.9999204874038696,0.9998606443405151,0.9997363686561584
luo,,0.9999542236328125,0.9998987913131714,0.9997472167015076
mos,,0.9999045729637146,0.9998831152915955,0.9997451901435852
nya,,0.9998747110366821,0.999974250793457,0.9998923540115356
pcm,,0.9993876814842224,0.9985789656639099,0.9988998174667358
sna,,0.9999231696128845,0.9994556903839111,0.9998288154602051
swa,,0.9998916983604431,0.9999361038208008,0.9993430972099304
tsn,,0.9993976354598999,0.9996650218963623,0.9998797178268433
twi,,0.9996421337127686,0.9989746809005737,0.9999057650566101
wol,,0.9998292326927185,0.9999454617500305,0.9999086856842041
xho,,0.9998536109924316,0.999783992767334,0.9996029734611511
yor,,0.9996491074562073,,0.9998220205307007
zul,,0.9998171925544739,0.9999083876609802,0.999871551990509
