,PER,ORG,LOC,DATE,Mean
kin,0.9850052953400129,0.98985742875689,0.9876329443019514,0.9861763539674709,0.9871680055915812
sna,0.9898672197603101,0.9917586671400238,0.9784709670219843,0.9864758409229539,0.986643173711318
lug,0.9953785806389879,0.9788855043965523,0.9884286783551394,0.9824022963219567,0.9862737649281591
twi,0.9905444184259885,0.9925573906501669,0.980451237573754,0.9798294629601969,0.9858456274025266
nya,0.9905173953272753,0.9925079824430317,0.9793611866930888,0.9785907698623633,0.9852443335814398
luo,0.9881874970680713,0.9876225733632581,0.9837816729845427,0.9757475702784892,0.9838348284235903
tsn,0.988432027860366,0.9893756313447638,0.9649330616739009,0.9810057514391954,0.9809366180795566
ibo,0.9866483749147079,0.9840637615957384,0.9698041266943667,0.9830467719535901,0.9808907587896009
zul,0.9860708292176378,0.9893447401922825,0.973537949275901,0.9718114546831483,0.9801912433422424
mos,0.9892405511488293,0.9891331980073297,0.962975410804777,0.9761633621238021,0.9793781305211845
xho,0.9835572051651049,0.9844982613951478,0.9699792054231889,0.9772653893109908,0.9788250153236082
wol,0.9871672002505112,0.9824118502454482,0.9639548561184382,0.9772472608906124,0.9776952918762525
ewe,0.9888976596435182,0.9869778149480994,0.9643926785932198,0.968950020645611,0.9773045434576121
bam,0.9885128099362627,0.97582843407206,0.9652428137972535,0.9698610536509924,0.9748612778641421
yor,0.9810770479594062,0.9897461372955003,0.9510159672791513,0.9701317256708766,0.9729927195512336
swa,0.9871423839499317,0.9748329453090753,0.9747814477526154,0.949110301243554,0.9714667695637942
pcm,0.9907955625217316,0.9768100945375873,0.9770524720937375,0.931801852333292,0.9691149953715871
hau,0.9904725420266214,0.9833198156260269,0.955786794685577,0.9377397385828578,0.9668297227302708
fon,0.9878697553799225,0.9823862260645115,0.9523846388218994,0.9423407367570998,0.9662453392558583
bbj,0.9837323236447987,0.9749780397576617,0.9419737681283988,0.9527952790134347,0.9633698526360734
