,ORG,PER,DATE,LOC,Mean
luo,0.9959636839219392,0.997152937144657,0.9856523650893518,0.9824757833504925,0.9903111923766101
swa,0.9954550155741883,0.9951190175152216,0.9799290120804115,0.9899666966291415,0.9901174354497407
kin,0.9946678568920392,0.9954298690661699,0.9843300729900121,0.9856411072975018,0.9900172265614308
lug,0.9901128889718769,0.9989174737573949,0.9803796376038146,0.9900829480968186,0.9898732371074762
twi,0.9964764118791262,0.997182423274204,0.9821513813600756,0.982706056960032,0.9896290683683595
ibo,0.9947203306991509,0.996035568419579,0.9909885816312256,0.9720109010466915,0.9884388454491617
sna,0.993518639815844,0.993806522970532,0.994418538586927,0.9639596702775982,0.9864258429127253
nya,0.9950493414112989,0.9947385859418326,0.9809481098670975,0.9697350594340921,0.9851177741635802
ewe,0.9944151917819474,0.9962466267914956,0.9630767725849996,0.9818730925493834,0.9839029209269565
tsn,0.994858279562289,0.9956161670157214,0.9827114086927445,0.9609372708475855,0.9835307815295852
zul,0.9908902024921679,0.9882547893081542,0.984391486002779,0.9635674756545489,0.9817759883644125
wol,0.9919185748046428,0.9937580428017342,0.9863462295062457,0.9484045770951199,0.9801068560519357
xho,0.9892987696121229,0.9906250663140588,0.9943527296313509,0.9454653200661484,0.9799354714059202
hau,0.9890306149952051,0.9957620850875496,0.9902969784803527,0.9425201611791572,0.9794024599355661
bam,0.9860450138503485,0.9937616024344599,0.9780744710013025,0.9589614958285445,0.9792106457786639
pcm,0.9921477450686677,0.9977452969374491,0.9397310642096607,0.9850785532737888,0.9786756648723915
fon,0.9931530623459413,0.9962287446392214,0.9800172600139685,0.9399821284521735,0.9773452988628261
mos,0.9929162578480982,0.9952706090881066,0.9678946597685572,0.9450271602801391,0.9752771717462252
bbj,0.9834657738468718,0.9962516315129462,0.9650555022638759,0.9266222553500415,0.9678487907434339
yor,0.9892934899883097,0.9789791380274349,0.9755141218610253,0.9134219756112201,0.9643021813719974
