,LOC,ORG,DATE,PER
bam,0.9544107913970947,0.9620200395584106,,0.9895009398460388
bbj,0.9209976196289062,0.9807893633842468,,0.9881802797317505
ewe,0.9742771983146667,0.987002968788147,,0.9828979969024658
fon,0.9244944453239441,0.9848967790603638,,0.9708766937255859
hau,0.9324771165847778,0.9832112193107605,,0.9861013293266296
ibo,0.9450210928916931,0.9843034744262695,,0.9905089735984802
kin,0.9790601134300232,0.9888815879821777,,0.9860100746154785
lug,0.9867358207702637,0.9841376543045044,,0.9866962432861328
luo,0.9841816425323486,0.9885296821594238,,0.9844039082527161
mos,0.939696729183197,0.9853977560997009,,0.9780972003936768
nya,0.9322132468223572,0.9846683144569397,,0.9926952719688416
pcm,0.9867757558822632,0.9615902900695801,,0.9924044013023376
sna,0.95006263256073,0.984527051448822,,0.9915074110031128
swa,0.9940797090530396,0.9764506816864014,,0.9813050031661987
tsn,0.9633541107177734,0.9815044403076172,,0.9861475825309753
twi,0.9863083958625793,0.992595911026001,,0.9914925694465637
wol,0.9389709234237671,0.9839990735054016,,0.9872384071350098
xho,0.9374759197235107,0.9806026816368103,,0.9596138000488281
yor,0.9124943017959595,0.986170768737793,,0.9713375568389893
zul,0.9605206847190857,0.9849754571914673,,0.976009726524353
