,DATE,ORG,PER,LOC,Mean
kin,0.9367636442184448,0.9483961462974548,0.9406861662864685,0.9432640671730042,0.9422775059938431
twi,0.8890632390975952,0.9534264802932739,0.9510823488235474,0.9140166640281677,0.9268971830606461
luo,0.920576810836792,0.9258385896682739,0.9389414191246033,0.9222220182418823,0.9268947094678879
nya,0.9067312479019165,0.9497350454330444,0.9507552981376648,0.9000271558761597,0.9268121868371964
lug,0.8702329993247986,0.9232526421546936,0.9803020358085632,0.9161891937255859,0.9224942177534103
sna,0.9490909576416016,0.9370880126953125,0.9438337683677673,0.8439252376556396,0.9184844940900803
ibo,0.9452630281448364,0.93318772315979,0.9346376061439514,0.8432411551475525,0.9140823781490326
swa,0.8726627230644226,0.9060378670692444,0.9429285526275635,0.9328833818435669,0.9136281311511993
zul,0.9294545650482178,0.9426119327545166,0.8972629904747009,0.8538012504577637,0.9057826846837997
tsn,0.9241358041763306,0.9064457416534424,0.924498438835144,0.8672506809234619,0.9055826663970947
hau,0.93158358335495,0.9353466033935547,0.9292153120040894,0.8098770976066589,0.9015056490898132
wol,0.9202256202697754,0.9289539456367493,0.9349932074546814,0.8182880282402039,0.9006152004003525
xho,0.9529626965522766,0.923966109752655,0.9168466925621033,0.7708531022071838,0.8911571502685547
bam,0.8694319725036621,0.8615357279777527,0.9255355596542358,0.8588413000106812,0.878836140036583
fon,0.8470678329467773,0.8997521996498108,0.9300073981285095,0.798823893070221,0.8689128309488297
ewe,0.70354163646698,0.9302635192871094,0.9345322251319885,0.897470235824585,0.8664519041776657
pcm,0.7344573140144348,0.8863362669944763,0.9422620534896851,0.8956882953643799,0.864685982465744
mos,0.7476600408554077,0.9088650345802307,0.9246653914451599,0.843495786190033,0.8561715632677078
bbj,0.810893177986145,0.8662629127502441,0.9360743165016174,0.6887286305427551,0.8254897594451904
yor,0.8313783407211304,0.8817265033721924,0.8334159255027771,0.6722880601882935,0.8047022074460983
