,PER,DATE,LOC,ORG
bam,0.9998049736022949,0.9998451471328735,0.9998911619186401,0.9997247457504272
bbj,0.9998025894165039,0.9997605085372925,0.9996858835220337,0.9997931122779846
ewe,0.9997734427452087,0.9990725517272949,0.9998378753662109,0.9998177289962769
fon,0.9997585415840149,0.9997783303260803,0.9998198747634888,0.9997650384902954
hau,0.9997784495353699,0.9999262094497681,0.9998358488082886,0.999930739402771
ibo,0.999819278717041,0.9999427199363708,0.9997991323471069,0.99982088804245
kin,0.9997820854187012,0.9999212622642517,0.9999241232872009,0.999879002571106
lug,0.999791145324707,0.9998360872268677,0.9998910427093506,0.9996272325515747
luo,0.9997796416282654,0.9998070597648621,0.9999352693557739,0.9997597932815552
mos,0.9996573328971863,0.9997380375862122,0.9998471736907959,0.999886155128479
nya,0.9997979402542114,0.9998219013214111,0.9998924732208252,0.9997804760932922
pcm,0.9998210072517395,0.9993582963943481,0.9998724460601807,0.9996157288551331
sna,0.9997982978820801,0.9998654127120972,0.9994705319404602,0.999858558177948
swa,0.9997214674949646,0.9996474981307983,0.9999253153800964,0.9995532631874084
tsn,0.9997822046279907,0.9998667240142822,0.9999188780784607,0.9995340704917908
twi,0.9998143911361694,0.999775767326355,0.9999218583106995,0.9998592138290405
wol,0.9998035430908203,0.9998557567596436,0.9998244643211365,0.9995756149291992
xho,0.9997422695159912,0.9999479055404663,0.9994917511940002,0.9998003840446472
yor,0.9997429251670837,0.9998129606246948,0.9995627403259277,0.9998600482940674
zul,0.9997128248214722,0.999931812286377,0.9997588396072388,0.9998764395713806
