,PER,DATE,LOC,ORG
bam,0.9851564764976501,0.9792870283126831,0.9937490224838257,0.9879491329193115
bbj,0.9873268604278564,0.9788584113121033,0.9787172079086304,0.9888264536857605
ewe,0.9871901869773865,0.9681481122970581,0.9968371987342834,0.992757260799408
fon,0.988055944442749,0.9820188283920288,0.9867038726806641,0.9925159215927124
hau,0.9881092309951782,0.9961870312690735,0.9902834892272949,0.9931958913803101
ibo,0.9903468489646912,0.9946056604385376,0.9910110831260681,0.9938988089561462
kin,0.9847878813743591,0.9866876602172852,0.9966785907745361,0.9946516752243042
lug,0.9842149019241333,0.9760622382164001,0.9973373413085938,0.9935364127159119
luo,0.9903934001922607,0.9883118867874146,0.9973377585411072,0.9943596124649048
mos,0.9847490787506104,0.9605183601379395,0.9901773929595947,0.9930411577224731
nya,0.989086925983429,0.9894988536834717,0.9957835674285889,0.993948221206665
pcm,0.9902187585830688,0.9654645919799805,0.9975438714027405,0.9900517463684082
sna,0.9891173243522644,0.995269238948822,0.9891159534454346,0.9921566247940063
swa,0.9881702065467834,0.9863527417182922,0.9973849654197693,0.9902781844139099
tsn,0.9881842136383057,0.9938405156135559,0.9959380030632019,0.9895081520080566
twi,0.9896590113639832,0.9876440763473511,0.9973683953285217,0.995688796043396
wol,0.9894693493843079,0.9791444540023804,0.991817057132721,0.9898058176040649
xho,0.9877485036849976,0.9973093271255493,0.9871434569358826,0.9892551898956299
yor,0.9764305353164673,0.9797672629356384,0.9725626111030579,0.9896916747093201
zul,0.9878383278846741,0.9933497309684753,0.9928802847862244,0.9927982091903687
