,ORG,PER,LOC,DATE
bam,0.9492852091789246,0.9756940007209778,0.9671748280525208,0.9600018262863159
bbj,0.9731932878494263,0.9787867665290833,0.93274986743927,0.9496120810508728
ewe,0.985970139503479,0.9785019755363464,0.9736260175704956,0.95139080286026
fon,0.9793186187744141,0.9796754717826843,0.9521598219871521,0.9496911764144897
hau,0.9754194617271423,0.974468469619751,0.9544103741645813,0.9383381009101868
ibo,0.9859627485275269,0.9770998954772949,0.9627222418785095,0.9698755145072937
kin,0.9884124398231506,0.9785613417625427,0.9784253239631653,0.9654841423034668
lug,0.9735884070396423,0.9866666793823242,0.9823375344276428,0.961678683757782
luo,0.9831583499908447,0.9770535230636597,0.9766363501548767,0.9639332294464111
mos,0.9805103540420532,0.9793718457221985,0.9573092460632324,0.94097501039505
nya,0.986655592918396,0.9842322468757629,0.9577791094779968,0.9594374895095825
pcm,0.9765316247940063,0.9848726987838745,0.9761220216751099,0.9285176396369934
sna,0.9861414432525635,0.9775369167327881,0.9639105200767517,0.9590948224067688
swa,0.9756878614425659,0.9801674485206604,0.9807016253471375,0.9309118390083313
tsn,0.9817056059837341,0.9841320514678955,0.9723659157752991,0.9714476466178894
twi,0.9885273575782776,0.9834705591201782,0.975993275642395,0.9653433561325073
wol,0.9797276258468628,0.9758058190345764,0.9606249332427979,0.9620132446289062
xho,0.975619375705719,0.971963107585907,0.9585190415382385,0.9571921229362488
yor,0.9830589890480042,0.9719489812850952,0.9488141536712646,0.9641635417938232
zul,0.9836119413375854,0.9780806303024292,0.9689247012138367,0.9594666361808777
