,ORG,PER,LOC,DATE
bam,0.9409013390541077,0.9775765538215637,0.9718394875526428,
bbj,0.9678104519844055,0.9757155179977417,0.9344995617866516,
ewe,0.9826810956001282,0.9812832474708557,0.9757563471794128,
fon,0.9736534357070923,0.9783805012702942,0.9568101763725281,
hau,0.969980001449585,0.9742369055747986,0.9600116610527039,
ibo,0.982731819152832,0.976670503616333,0.9672094583511353,
kin,0.9847676753997803,0.9802345633506775,0.9809269309043884,
lug,0.9793321490287781,0.990191638469696,0.9869317412376404,
luo,0.9840890765190125,0.9813063144683838,0.9809536337852478,
mos,0.9756565690040588,0.9794597625732422,0.9632224440574646,
nya,0.9832281470298767,0.9857222437858582,0.966698944568634,
pcm,0.9734475612640381,0.983344554901123,0.9796673059463501,
sna,0.9796223044395447,0.9795236587524414,0.9661603569984436,
swa,0.9755113124847412,0.9812593460083008,0.9819263815879822,
tsn,0.9807820320129395,0.9848059415817261,0.9782307147979736,
twi,0.9866988658905029,0.9827385544776917,0.9777206778526306,
wol,0.978139340877533,0.9759316444396973,0.9650726318359375,
xho,0.971048891544342,0.9566123485565186,0.9578606486320496,
yor,0.9762619137763977,0.9651862382888794,0.9553002715110779,
zul,0.9763758182525635,0.9696639180183411,0.9686307311058044,
