,ORG,PER,LOC,DATE
bam,0.9607746601104736,0.9695331454277039,0.9193618297576904,0.9526541829109192
bbj,0.9713400602340698,0.9685478806495667,0.9015234708786011,0.9440181851387024
ewe,0.9832364320755005,0.9667125940322876,0.9421935081481934,0.9464734792709351
fon,0.9727699160575867,0.9689713716506958,0.9004744291305542,0.9436162114143372
hau,0.9527645707130432,0.9691104888916016,0.8965513706207275,0.9511505961418152
ibo,0.9825908541679382,0.968524694442749,0.9434449672698975,0.9752233028411865
kin,0.9844062328338623,0.9714231491088867,0.9602720141410828,0.9731432199478149
lug,0.9469180107116699,0.9938557147979736,0.9605275988578796,0.9464848041534424
luo,0.9741267561912537,0.9700224995613098,0.9462502598762512,0.966813862323761
mos,0.9773238301277161,0.9751793742179871,0.9263294339179993,0.9109945893287659
nya,0.9809247255325317,0.9721091389656067,0.9385428428649902,0.963812530040741
pcm,0.9567684531211853,0.9750643372535706,0.9349502921104431,0.8982899188995361
sna,0.9784145951271057,0.9731126427650452,0.9375812411308289,0.9664792418479919
swa,0.9587351083755493,0.9782537817955017,0.9519233703613281,0.8973441123962402
tsn,0.9713110327720642,0.9757877588272095,0.9365164041519165,0.9672738909721375
twi,0.9832131862640381,0.973050057888031,0.9408713579177856,0.9632365107536316
wol,0.9759531617164612,0.9713961482048035,0.9270820617675781,0.9732187390327454
xho,0.9762881994247437,0.9674590229988098,0.9247692227363586,0.9738782644271851
yor,0.9726136922836304,0.9539074301719666,0.900516927242279,0.9580885171890259
zul,0.9844611883163452,0.9694350957870483,0.9344792366027832,0.9716895222663879
